"","logFC","logCPM","F","PValue","FDR","SYMBOL","GENENAME","ENTREZID"
"ENSMUSG00000120818",-3.23198409660938,0.660692012937978,39.8053626611906,2.26225638861896e-05,0.000129948117009877,NA,NA,NA
"ENSMUSG00000057465",-5.13364953172034,1.14431168052092,36.0036691184968,2.26240296568348e-05,0.000129948117009877,"Saa2","serum amyloid A 2","20209"
"ENSMUSG00000046818",-1.48316479336807,4.69795848040645,41.7913524110201,2.2658868580918e-05,0.000130106921369263,"Ddit4l","DNA-damage-inducible transcript 4-like","73284"
"ENSMUSG00000060703",1.52353424555605,7.03117762372247,41.7847858102839,2.26724019084242e-05,0.000130143327325228,"Cd302","CD302 antigen","66205"
"ENSMUSG00000031669",1.70621045590492,3.09558614175019,41.7305856772437,2.28434677840804e-05,0.000131083686209124,"Gins3","GINS complex subunit 3","78833"
"ENSMUSG00000028998",1.25890447990038,5.68132425948159,41.6856393750781,2.29442285540983e-05,0.000131620141797496,"Tomm7","translocase of outer mitochondrial membrane 7","66169"
"ENSMUSG00000067847",1.31623676221491,6.05028363382201,41.6671993263141,2.29942521375992e-05,0.000131865294429662,"Romo1","reactive oxygen species modulator 1","67067"
"ENSMUSG00000040681",1.37558187187398,7.67829824964499,41.6256151289128,2.31092184400753e-05,0.000132482601152181,"Hmgn1","high mobility group nucleosomal binding domain 1","15312"
"ENSMUSG00000032349",-1.48240186819304,7.18289224283124,41.6016200378807,2.31759368335756e-05,0.000132823004475731,"Elovl5","ELOVL fatty acid elongase 5","68801"
"ENSMUSG00000026608",-1.62044183049634,4.86623778747297,41.556152148407,2.33068891811741e-05,0.000133531205178905,"Kctd3","potassium channel tetramerisation domain containing 3","226823"
"ENSMUSG00000002109",-2.0259390095566,3.11332413802802,41.5500834239739,2.33668557571969e-05,0.000133832390381438,"Ddb2","damage specific DNA binding protein 2","107986"
"ENSMUSG00000055148",-3.04318652745701,6.87534910374664,41.516532765732,2.34161471257583e-05,0.000134072262641248,"Klf2","Kruppel-like transcription factor 2 (lung)","16598"
"ENSMUSG00000070498",-5.21042714329179,3.24587450513057,40.9699213237395,2.34765244481003e-05,0.000134342418438301,"Tmem132b","transmembrane protein 132B","208151"
"ENSMUSG00000074743",2.42535313756143,3.06471319645431,41.5082401738023,2.34781809043226e-05,0.000134342418438301,"Thbd","thrombomodulin","21824"
"ENSMUSG00000022240",-3.36107095090147,4.68835323381144,41.4870080897232,2.35235231349227e-05,0.000134559312070868,"Ctnnd2","catenin delta 2","18163"
"ENSMUSG00000028420",1.6049270800536,4.5900495713458,41.4628477148882,2.35702470982054e-05,0.000134783969895016,"Tmem38b","transmembrane protein 38B","52076"
"ENSMUSG00000111535",-2.9535279522992,2.94630427290106,41.5647625571027,2.36286201249138e-05,0.00013507507864773,"Gm35154","predicted gene, 35154","102638637"
"ENSMUSG00000046337",-3.19564926840306,1.01278175653205,39.828278661294,2.36484887252571e-05,0.000135145959098571,"Fam178b","family with sequence similarity 178, member B","381337"
"ENSMUSG00000041261",-2.753862739874,3.48360228587256,41.5422487247474,2.36993896752838e-05,0.000135394081905561,"Car8","carbonic anhydrase 8","12319"
"ENSMUSG00000029246",1.48913824724412,3.79113268244685,41.4030129073961,2.37460509725947e-05,0.000135617834673976,"Ppat","phosphoribosyl pyrophosphate amidotransferase","231327"
"ENSMUSG00000024725",1.71641219080723,8.04484660820853,41.3835910729999,2.37922333600014e-05,0.000135838711954088,"Ostf1","osteoclast stimulating factor 1","20409"
"ENSMUSG00000105202",-5.0964707807335,0.0195660223465415,36.5125450257676,2.38404348021028e-05,0.000136070973777428,NA,NA,NA
"ENSMUSG00000116504",-3.93485455608516,1.86802840296658,39.9981575732614,2.3927990908543e-05,0.000136527637814023,"I730030J21Rik","RIKEN cDNA I730030J21 gene","619313"
"ENSMUSG00000101059",-4.47108514157201,1.12456850057599,35.5389419583207,2.39497642708428e-05,0.000136608790968587,NA,NA,NA
"ENSMUSG00000027030",-1.36187739721986,4.73184967659508,41.3164827045945,2.39904714933142e-05,0.000136797857147348,"Stk39","serine/threonine kinase 39","53416"
"ENSMUSG00000024208",1.22479500709767,5.93848218384365,41.3002145457187,2.40330288696062e-05,0.000136997350768048,"Uqcc2","ubiquinol-cytochrome c reductase complex assembly factor 2","67267"
"ENSMUSG00000030895",-3.62003096206561,0.802904732193104,37.8828128741041,2.40619243834706e-05,0.000137118865470908,"Hpx","hemopexin","15458"
"ENSMUSG00000032827",-3.09122375660757,3.74777359218415,41.2915334200785,2.41435580064476e-05,0.000137540741502096,"Ppp1r9a","protein phosphatase 1, regulatory subunit 9A","243725"
"ENSMUSG00000120692",-8.45884282572779,0.650327105758786,49.3434416513003,2.41596977280795e-05,0.000137589364492962,NA,NA,NA
"ENSMUSG00000031023",1.59780092109146,5.93221696122468,41.2467369365428,2.41892918859787e-05,0.000137714555724673,"Akip1","A kinase interacting protein 1","57373"
"ENSMUSG00000021559",2.09548243415142,3.27809342310126,41.2384414416352,2.42383856912834e-05,0.000137950648729912,"Dapk1","death associated protein kinase 1","69635"
"ENSMUSG00000020921",-1.29028588200015,4.59774926887683,41.1979523535234,2.43371201769125e-05,0.000138468588908153,"Tmem101","transmembrane protein 101","76547"
"ENSMUSG00000100632",-2.5243906346546,1.64454761931017,41.4042541311562,2.4344695811465e-05,0.000138468588908153,"9430060I03Rik","RIKEN cDNA 9430060I03 gene","100037260"
"ENSMUSG00000040723",-1.55300720930728,5.73092276447088,41.1898142851695,2.43574267455524e-05,0.000138497461378781,"Rcsd1","RCSD domain containing 1","226594"
"ENSMUSG00000089875",-2.93885589890867,1.53999051542411,41.2225295470501,2.43657687878634e-05,0.000138501368105188,NA,NA,NA
"ENSMUSG00000049687",2.51390734771834,0.684812896823879,41.4872255969179,2.44555930706343e-05,0.000138959752323273,"Pheta2","PH domain containing endocytic trafficking adaptor 2","338368"
"ENSMUSG00000028647",1.47171169424641,4.6608825785215,41.1553042115483,2.44617703614449e-05,0.000138959752323273,"Mycbp","MYC binding protein","56309"
"ENSMUSG00000040557",2.25517161092525,1.82653074088664,41.1831929786776,2.46009082321378e-05,0.000139706287710003,"Mettl27","methyltransferase like 27","79565"
"ENSMUSG00000032399",1.41983995039978,8.69492077029159,41.0991281603665,2.46250725715745e-05,0.000139799635405553,"Rpl4","ribosomal protein L4","67891"
"ENSMUSG00000027067",1.29102542481821,6.2649819296673,41.0589094176664,2.4745602939449e-05,0.000140409381891955,"Ssrp1","structure specific recognition protein 1","20833"
"ENSMUSG00000028669",-1.37928135765088,6.44621104104425,41.0582470194718,2.47479975047501e-05,0.000140409381891955,"Pithd1","PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1","66193"
"ENSMUSG00000047085",-5.5353746289192,2.67491949935284,38.1627535251294,2.49149918728436e-05,0.000141312522870019,"Lrrc4b","leucine rich repeat containing 4B","272381"
"ENSMUSG00000120603",-3.34297507614079,0.614186823792697,37.6024900635718,2.49521576334706e-05,0.00014147896836803,NA,NA,NA
"ENSMUSG00000029468",-1.38996131432087,5.35255124422179,40.943465889534,2.50970981853113e-05,0.000142256202213922,"P2rx7","purinergic receptor P2X, ligand-gated ion channel, 7","18439"
"ENSMUSG00000044847",1.92925508973365,2.80638737063491,40.9276021227109,2.51858818718061e-05,0.000142714738711741,"Lsm11","U7 snRNP-specific Sm-like protein LSM11","72290"
"ENSMUSG00000025892",-4.58622878581657,2.1084158942237,38.9200932286186,2.53336758333566e-05,0.000143507262633977,"Gria4","glutamate receptor, ionotropic, AMPA4 (alpha 4)","14802"
"ENSMUSG00000004264",1.41763686337833,6.9579211342884,40.8381915999328,2.54188508585931e-05,0.000143944685002981,"Phb2","prohibitin 2","12034"
"ENSMUSG00000024772",1.92464978432607,6.23763058751706,40.7965248702342,2.55492648242347e-05,0.000144637937567233,"Ehd1","EH-domain containing 1","13660"
"ENSMUSG00000030339",1.30356062489248,5.10702600870346,40.7903097187412,2.55692752369308e-05,0.000144682016106984,"Ltbr","lymphotoxin B receptor","17000"
"ENSMUSG00000086370",-2.11508231900184,2.31869545287943,40.8441160670237,2.55730441336503e-05,0.000144682016106984,"Ftx","Ftx transcript, Xist regulator, non-protein coding","78878"
"ENSMUSG00000109992",-8.38749711251236,0.152350871831025,48.8791131243027,2.57140464664764e-05,0.000145434274060006,"Gm45650","predicted gene 45650","115486910"
"ENSMUSG00000029016",-2.11142972288735,3.07143801731557,40.7582652273978,2.57407153057789e-05,0.000145539613133581,"Clcn6","chloride channel, voltage-sensitive 6","26372"
"ENSMUSG00000022193",1.516888633479,8.02506082541709,40.7255668437472,2.57705379091972e-05,0.000145662712399595,"Psmb5","proteasome (prosome, macropain) subunit, beta type 5","19173"
"ENSMUSG00000037960",1.98221781087789,7.32736364865773,40.7135357800463,2.58084630318456e-05,0.000145831518312049,"Card19","caspase recruitment domain family, member 19","68480"
"ENSMUSG00000032495",-3.70258597153091,0.873596217164164,38.8285371006089,2.5819053451956e-05,0.000145845811459956,"Lrrc2","leucine rich repeat containing 2","74249"
"ENSMUSG00000120001",-5.81125861613702,-0.435918048857405,41.2386435459196,2.58463989510154e-05,0.000145954711679376,NA,NA,NA
"ENSMUSG00000062554",1.89528902390732,2.28965193361494,40.7110283041046,2.59048501270273e-05,0.000146239143010392,NA,NA,NA
"ENSMUSG00000068551",-1.79211832925136,4.21851108559967,40.6704390868494,2.59551799945151e-05,0.000146477564454386,"Zfp467","zinc finger protein 467","68910"
"ENSMUSG00000003123",-2.35572129379576,2.46639727763639,40.7821760075118,2.59633850125191e-05,0.000146478180552388,"Lipe","lipase, hormone sensitive","16890"
"ENSMUSG00000000544",-4.76114700474868,0.541028537520979,33.5701628225658,2.59871204545615e-05,0.000146566387276927,"Gpa33","glycoprotein A33 transmembrane","59290"
"ENSMUSG00000027184",1.43658826960945,6.83968093082097,40.6343121133404,2.60596805674244e-05,0.00014692982253238,"Caprin1","cell cycle associated protein 1","53872"
"ENSMUSG00000030048",-4.55613111658608,2.24020784635558,39.0078576859998,2.62390635419002e-05,0.000147895132917009,"Gkn3","gastrokine 3","68888"
"ENSMUSG00000038188",2.12116753746438,2.9678990756532,40.5835420201645,2.62737846072357e-05,0.000148044716567647,"Scarf1","scavenger receptor class F, member 1","380713"
"ENSMUSG00000055839",1.34294582910805,7.60572331639841,40.5639924492198,2.62849985476083e-05,0.000148061792877297,"Elob","elongin B","67673"
"ENSMUSG00000091418",-4.66568775499915,0.288067227914247,34.0418415186477,2.6307260302363e-05,0.000148083004897337,NA,NA,NA
"ENSMUSG00000031604",-1.67555595810628,8.03110819032531,40.5554918599253,2.63123921772671e-05,0.000148083004897337,"Msmo1","methylsterol monoxygenase 1","66234"
"ENSMUSG00000021234",-2.8060605743712,1.24052465117034,40.5479402320189,2.63133178989077e-05,0.000148083004897337,"Fam161b","family with sequence similarity 161, member B","217705"
"ENSMUSG00000087174",-1.40211427338218,3.89037348424886,40.5320774297289,2.63994056387752e-05,0.00014852128302934,"5530601H04Rik","RIKEN cDNA 5530601H04 gene","71445"
"ENSMUSG00000020116",1.73318278013096,6.15814725639108,40.517885804113,2.64340895647124e-05,0.000148665637831006,"Pno1","partner of NOB1 homolog","66249"
"ENSMUSG00000116590",-4.79556693530195,-0.469243998042172,35.8439854688302,2.64414979572308e-05,0.000148665637831006,NA,NA,NA
"ENSMUSG00000020251",3.62498382039772,-1.05674084906833,32.6501988223823,2.64540581154918e-05,0.000148690050787075,"Glt8d2","glycosyltransferase 8 domain containing 2","74782"
"ENSMUSG00000034981",1.32722952385075,5.1976047710984,40.501109433092,2.64909055565826e-05,0.000148808351617006,"Parm1","prostate androgen-regulated mucin-like protein 1","231440"
"ENSMUSG00000055435",-1.89520192412363,5.47886520284439,40.4994581477354,2.64959366067263e-05,0.000148808351617006,"Maf","MAF bZIP transcription factor","17132"
"ENSMUSG00000022228",-2.09526306581086,2.9477532645814,40.5168464092293,2.64997794124796e-05,0.000148808351617006,"Zscan26","zinc finger and SCAN domain containing 26","432731"
"ENSMUSG00000031995",2.07018077716846,3.18705474180728,40.5028855963316,2.6514545161352e-05,0.00014882428340091,"St14","suppression of tumorigenicity 14 (colon carcinoma)","19143"
"ENSMUSG00000001751",1.51972761543348,6.11513540826436,40.4918466438306,2.65190675777668e-05,0.00014882428340091,"Naglu","alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)","27419"
"ENSMUSG00000010751",1.9168519308436,2.05305715091607,40.5171543219215,2.65671877035377e-05,0.000149048101432591,"Tnfrsf22","tumor necrosis factor receptor superfamily, member 22","79202"
"ENSMUSG00000052676",-2.11031048758763,3.40364427916418,40.4841447086385,2.65756364973848e-05,0.000149049284298569,"Zmat1","zinc finger, matrin type 1","215693"
"ENSMUSG00000000708",-2.22195691775248,4.28702264306832,40.4755564000235,2.6585350115832e-05,0.000149057557993725,"Kat2b","K(lysine) acetyltransferase 2B","18519"
"ENSMUSG00000031383",8.40852384655458,-0.205833712828243,46.9164049098202,2.66296915523679e-05,0.000149247199400181,"Dusp9","dual specificity phosphatase 9","75590"
"ENSMUSG00000030276",-3.30250918743819,1.66502195371139,40.3976425065079,2.66356716334042e-05,0.000149247199400181,"Ttll3","tubulin tyrosine ligase-like family, member 3","101100"
"ENSMUSG00000070348",1.71113291957423,5.3557678039658,40.4523356917099,2.66491270775128e-05,0.000149276364152767,"Ccnd1","cyclin D1","12443"
"ENSMUSG00000042474",-5.26754536545917,1.20619650593341,35.6784148118854,2.66881717587796e-05,0.000149448805828412,"Fcmr","Fc fragment of IgM receptor","69169"
"ENSMUSG00000038172",1.49985501646808,4.83023059886803,40.4348408626206,2.6708310263128e-05,0.000149515302472393,"Ttc39b","tetratricopeptide repeat domain 39B","69863"
"ENSMUSG00000063316",1.68417052310148,6.2542615932874,40.4159045179107,2.6767072123233e-05,0.000149797907802554,"Rpl27","ribosomal protein L27","19942"
"ENSMUSG00000021893",1.37554053935567,4.9193555958649,40.3906443644282,2.68528329662936e-05,0.000150231387402334,"Capn7","calpain 7","12339"
"ENSMUSG00000086196",4.09735321289417,-0.601199451052215,30.7843765304544,2.68976176333195e-05,0.000150435423752596,"Gm13571","predicted gene 13571","102636093"
"ENSMUSG00000015605",2.03596196776135,3.24881321294859,40.3361563089946,2.70575234625168e-05,0.000151282995057885,"Srf","serum response factor","20807"
"ENSMUSG00000022570",1.42993605672222,5.99917688579421,40.3022426981109,2.71439655643979e-05,0.000151719421982283,"Gfus","GDP-L-fucose synthase","22122"
"ENSMUSG00000021087",-2.11038379099494,5.39936589759041,40.2930178421718,2.71808136181719e-05,0.000151878462258673,"Rtn1","reticulon 1","104001"
"ENSMUSG00000004961",2.55228283516512,1.38902697315749,40.5047845948221,2.72097506023424e-05,0.00015199321322883,"Syt5","synaptotagmin V","53420"
"ENSMUSG00000022241",1.68131148251269,5.96296872467747,40.2478597861734,2.73269005275288e-05,0.000152598076541424,"Tars1","threonyl-tRNA synthetase 1","110960"
"ENSMUSG00000102964",-2.88174072124384,1.72873762862768,40.4141169060672,2.73349011258915e-05,0.000152598076541424,NA,NA,NA
"ENSMUSG00000038280",1.37893566693629,6.17784524908541,40.2304007816419,2.73853081491165e-05,0.000152807340686141,"Ostm1","osteopetrosis associated transmembrane protein 1","14628"
"ENSMUSG00000120372",-5.02560762181956,0.423774048622759,33.3720433275306,2.73929243944397e-05,0.000152807340686141,NA,NA,NA
"ENSMUSG00000031446",1.22543153809511,5.15443226429204,40.2274290956118,2.73977236050319e-05,0.000152807340686141,"Cul4a","cullin 4A","99375"
"ENSMUSG00000060586",-2.97972917503123,8.25328705761278,40.2260839653982,2.7418914918768e-05,0.000152878406047849,"H2-Eb1","histocompatibility 2, class II antigen E beta","14969"
"ENSMUSG00000034917",2.96729322357607,0.469866807538317,39.7761381901716,2.74474180551911e-05,0.00015299018326327,"Tjp3","tight junction protein 3","27375"
"ENSMUSG00000024646",1.62882690022338,8.99866876329384,40.2006624951201,2.74858474646493e-05,0.000153157203011364,"Cyb5a","cytochrome b5 type A (microsomal)","109672"
"ENSMUSG00000097727",-3.30108000109594,-0.167939267851563,36.3567930170507,2.74964817375492e-05,0.000153169286969667,"F630040K05Rik","RIKEN cDNA F630040K05 gene","433111"
"ENSMUSG00000097023",-3.94453160207619,3.31356352597772,40.3771359242258,2.75427301746581e-05,0.000153377833797251,"Mir9-3hg","Mir9-3 host gene","101694"
"ENSMUSG00000073563",1.1637763184154,4.86589528434679,40.1824207069378,2.75508738098196e-05,0.000153377833797251,"Csnk1g3","casein kinase 1, gamma 3","70425"
"ENSMUSG00000038534",-1.82991743052423,3.953695127591,40.1760586825405,2.75843784718803e-05,0.000153517120791058,"Osbpl7","oxysterol binding protein-like 7","71240"
"ENSMUSG00000026817",1.63522385574642,5.8561098734462,40.1642862389804,2.76105591239689e-05,0.000153615573871454,"Ak1","adenylate kinase 1","11636"
"ENSMUSG00000023004",1.96160474714743,8.97217140032632,40.1555199452607,2.76394384090956e-05,0.000153686161149818,"Tuba1b","tubulin, alpha 1B","22143"
"ENSMUSG00000019988",1.77568931033644,4.32364271168563,40.1573116019925,2.76402348080201e-05,0.000153686161149818,"Nedd1","neural precursor cell expressed, developmentally down-regulated gene 1","17997"
"ENSMUSG00000020520",1.62039545157444,4.4255648604014,40.1369511673086,2.77103195648887e-05,0.000154028513636723,"Galnt10","polypeptide N-acetylgalactosaminyltransferase 10","171212"
"ENSMUSG00000020124",1.20897998384788,5.886039908456,40.1213574551124,2.77564706199946e-05,0.000154237660604288,"Usp15","ubiquitin specific peptidase 15","14479"
"ENSMUSG00000118322",-7.28786916936478,-1.08501611997559,38.7297193442383,2.77892425786879e-05,0.000154325533464867,"2210409D07Rik","RIKEN cDNA 2210409D07 gene","70157"
"ENSMUSG00000103364",-3.61430716106929,1.41129468718778,39.1034350999799,2.77893432835095e-05,0.000154325533464867,NA,NA,NA
"ENSMUSG00000047246",-2.16097915351849,2.01271193901388,40.1608846777219,2.79336989952866e-05,0.000155079599853243,"H2bc6","H2B clustered histone 6","319179"
"ENSMUSG00000054737",-1.5201701314463,3.73340010333764,40.0694606337761,2.79505783712644e-05,0.000155125709960517,"Zfp182","zinc finger protein 182","319535"
"ENSMUSG00000028919",-2.31478174997695,3.69653209125492,40.056944201358,2.80094783589059e-05,0.00015540493466657,"Arhgef19","Rho guanine nucleotide exchange factor 19","213649"
"ENSMUSG00000095597",1.49342027371485,4.28457374649432,40.0327427451872,2.8069520612773e-05,0.000155663353375071,NA,NA,NA
"ENSMUSG00000033417",1.58158985097209,4.55327454653766,40.0307502690614,2.80740547232418e-05,0.000155663353375071,"Cacul1","CDK2 associated, cullin domain 1","78832"
"ENSMUSG00000026536",4.09401357794683,4.79566707775164,40.0736827168029,2.808186510895e-05,0.000155663353375071,"Ifi211","interferon activated gene 211","381308"
"ENSMUSG00000004207",2.62736276005882,8.40248028052123,39.9835578599492,2.8233687323018e-05,0.000156456999918948,"Psap","prosaposin","19156"
"ENSMUSG00000016758",2.25862299058798,1.65359092345212,40.0750773755041,2.82553676148786e-05,0.000156529199710961,"Bik","BCL2-interacting killer","12124"
"ENSMUSG00000027775",1.79640905536071,7.48623854713441,39.9627973504676,2.83064346361517e-05,0.000156764102195253,"Mfsd1","major facilitator superfamily domain containing 1","66868"
"ENSMUSG00000055762",1.27816406175377,7.20308202275063,39.9582555787355,2.83223769799187e-05,0.000156804396174317,"Eef1d","eukaryotic translation elongation factor 1 delta","66656"
"ENSMUSG00000068742",-2.33165608750141,4.43795292856451,39.9552963317432,2.8345676623357e-05,0.000156885386095564,"Cry2","cryptochrome circadian regulator 2","12953"
"ENSMUSG00000049092",-4.03318621135166,1.99011712398129,39.3942552595451,2.85430564865513e-05,0.000157929517128799,"Gpr137c","G protein-coupled receptor 137C","70713"
"ENSMUSG00000078902",-4.25031926995616,-0.00177922226293009,33.042734132097,2.85826452614321e-05,0.00015810021422045,NA,NA,NA
"ENSMUSG00000046997",2.12895848210918,2.39615296143556,39.8833649891797,2.86810888658979e-05,0.000158596253316226,"Spsb4","splA/ryanodine receptor domain and SOCS box containing 4","211949"
"ENSMUSG00000049521",-1.89127940998034,5.980986058572,39.797998062098,2.88932042029516e-05,0.000159720361638864,"Cdc42ep1","CDC42 effector protein 1","104445"
"ENSMUSG00000026188",-3.73560878853985,0.434024063682849,35.1775484615886,2.89446951764245e-05,0.00015995613006324,"Tmem169","transmembrane protein 169","271711"
"ENSMUSG00000059824",-2.68428376062875,4.62771135812326,39.7806599350912,2.8966931417959e-05,0.00016003013439546,"Dbp","D site albumin promoter binding protein","13170"
"ENSMUSG00000097589",-1.71534751060055,4.39592208272958,39.7730450434627,2.89911779804518e-05,0.000160115196337093,"Dleu2","deleted in lymphocytic leukemia, 2","668253"
"ENSMUSG00000102142",-3.89666699350016,-0.386475258324884,33.1285119783895,2.90067267779951e-05,0.000160152184191109,NA,NA,NA
"ENSMUSG00000029192",-1.50509971756079,5.41566901606083,39.7634916202455,2.90180927142293e-05,0.000160166062073994,"Tbc1d14","TBC1 domain family, member 14","100855"
"ENSMUSG00000062519",-2.2770930579786,3.19758046219226,39.7766494210736,2.90278361662458e-05,0.000160170978882551,"Zfp398","zinc finger protein 398","272347"
"ENSMUSG00000036672",1.49337851409243,4.03112785273447,39.7471084595166,2.90846555776458e-05,0.000160435571148276,"Cenpt","centromere protein T","320394"
"ENSMUSG00000029020",1.48230874438167,5.0516900985216,39.7281654189308,2.91464737736416e-05,0.000160727567810575,"Mfn2","mitofusin 2","170731"
"ENSMUSG00000079470",-2.73370636638281,2.53591247899611,39.8310816874934,2.92180285373373e-05,0.000161032045502637,"Utp14b","UTP14B small subunit processome component","195434"
"ENSMUSG00000023067",3.57307962312969,8.20881847922118,39.7073375837669,2.92194884974938e-05,0.000161032045502637,"Cdkn1a","cyclin dependent kinase inhibitor 1A","12575"
"ENSMUSG00000019782",1.26699318780896,6.10842309108438,39.6839735548686,2.9304717651271e-05,0.000161434745209252,"Rwdd1","RWD domain containing 1","66521"
"ENSMUSG00000100017",-2.35754337127296,1.87557323481772,39.842736192191,2.93104039138005e-05,0.000161434745209252,"2410022M11Rik","RIKEN cDNA 2410022M11 gene","100503842"
"ENSMUSG00000020328",1.26411508781212,5.93942099857376,39.6769332554874,2.93304737357598e-05,0.000161496123341784,"Nudcd2","NudC domain containing 2","52653"
"ENSMUSG00000019866",3.19425578266437,2.22159313928634,39.8504594535888,2.93870791544519e-05,0.000161758571080468,"Crybg1","crystallin beta-gamma domain containing 1","11630"
"ENSMUSG00000032905",1.40466586704896,6.0096464878725,39.624633220795,2.95224072443924e-05,0.000162429571063007,"Atg12","autophagy related 12","67526"
"ENSMUSG00000062184",3.68546091309165,1.00775610616656,39.560182461673,2.95269363414707e-05,0.000162429571063007,"Hs6st2","heparan sulfate 6-O-sulfotransferase 2","50786"
"ENSMUSG00000029422",-1.21270737827478,6.49014721786955,39.6144783676423,2.95597946538648e-05,0.000162560901116224,"Rsrc2","arginine/serine-rich coiled-coil 2","208606"
"ENSMUSG00000074282",-1.5763859082168,3.00554596835713,39.6198427424677,2.95784800850243e-05,0.000162566132690816,"Zfp94","zinc finger protein 94","22756"
"ENSMUSG00000106024",-4.86441493830545,0.39867246693699,32.9327085732507,2.95787160127212e-05,0.000162566132690816,NA,NA,NA
"ENSMUSG00000097167",-2.88205077695658,1.18407594305234,39.6096963095632,2.97124139077164e-05,0.000163251352818801,"Gm16740","predicted gene, 16740","100504029"
"ENSMUSG00000085890",4.12529408554705,2.18560028261255,39.7376575621746,2.9741824795527e-05,0.000163363338198382,"Tnfsf13os","tumor necrosis factor (ligand) superfamily, member 13, opposite strand","100503827"
"ENSMUSG00000000530",1.41569743555514,5.29974050971799,39.5543187465218,2.97843241888821e-05,0.000163502555142276,"Acvrl1","activin A receptor, type II-like 1","11482"
"ENSMUSG00000037060",-1.35459299025818,6.22941350495039,39.5537648722741,2.97852441136872e-05,0.000163502555142276,"Cavin3","caveolae associated 3","109042"
"ENSMUSG00000024726",1.85987270856178,4.79644761640841,39.5483187949752,2.98094942626394e-05,0.000163586041763402,"Carnmt1","carnosine N-methyltransferase 1","67383"
"ENSMUSG00000054863",-1.64673974977424,3.56569358025185,39.5410059916007,2.98563204510576e-05,0.000163793331085805,"Tafa5","TAFA chemokine like family member 5","106014"
"ENSMUSG00000027827",1.56055265033432,3.30124785033724,39.5395581920263,2.98754809993569e-05,0.000163848765602111,"Kcnab1","potassium voltage-gated channel, shaker-related subfamily, beta member 1","16497"
"ENSMUSG00000049690",-4.65788506366314,1.6954245016858,36.8718434884489,2.99417665673657e-05,0.00016416254015253,"Nckap5","NCK-associated protein 5","210356"
"ENSMUSG00000024429",1.26043173162003,5.24300542141915,39.4741878720377,3.00842739866078e-05,0.000164893901617599,"Gnl1","guanine nucleotide binding protein-like 1","14670"
"ENSMUSG00000018040",1.25897610170911,5.42806757697191,39.4705928943764,3.00972661012114e-05,0.00016491515311,"Rrp7a","ribosomal RNA processing 7 homolog A","74778"
"ENSMUSG00000044231",-1.67010213592729,3.05294954124045,39.438237320256,3.02623794143392e-05,0.000165769673249664,"Nhlrc1","NHL repeat containing 1","105193"
"ENSMUSG00000022765",1.79819546578034,4.01160843640885,39.4273838205103,3.02715444298426e-05,0.000165769689276375,"Snap29","synaptosomal-associated protein 29","67474"
"ENSMUSG00000021431",-1.26830804079895,4.75048306218257,39.3917629435618,3.03989208824041e-05,0.000166416845847303,"Snrnp48","small nuclear ribonucleoprotein 48 (U11/U12)","67797"
"ENSMUSG00000028463",3.35726797654196,1.86078893705856,39.5832332692884,3.04190360138243e-05,0.000166476593647345,"Car9","carbonic anhydrase 9","230099"
"ENSMUSG00000115902",-2.78489976280809,2.16728443541789,39.5504009242668,3.0515960317669e-05,0.000166956537655756,NA,NA,NA
"ENSMUSG00000118369",-3.64202720053079,0.47477263525146,35.5568702558508,3.05299834761156e-05,0.000166982766334147,NA,NA,NA
"ENSMUSG00000037982",-3.75219930289605,1.33764246748397,37.5574509651842,3.05887226646515e-05,0.000167253478141898,NA,NA,NA
"ENSMUSG00000045763",1.48598241632729,7.9927970036087,39.3240691536664,3.06538891029288e-05,0.000167559158773199,"Basp1","brain abundant, membrane attached signal protein 1","70350"
"ENSMUSG00000028601",-2.59795798739645,3.11158635906195,39.3290175508259,3.07354044372025e-05,0.000167936382291701,"Echdc2","enoyl Coenzyme A hydratase domain containing 2","52430"
"ENSMUSG00000105471",-2.60533205070143,1.8941111146088,39.4615824703049,3.07414634471959e-05,0.000167936382291701,NA,NA,NA
"ENSMUSG00000026303",-1.98019437657422,4.00843479540144,39.3029065849892,3.07547531525565e-05,0.000167958270084276,"Mlph","melanophilin","171531"
"ENSMUSG00000086859",-1.86369914021421,4.14084524639337,39.289063357748,3.08011263507814e-05,0.000168151360429997,"Snhg20","small nucleolar RNA host gene 20","76972"
"ENSMUSG00000069089",1.35751666895695,5.40706022858218,39.2843925843891,3.08086972765954e-05,0.000168151360429997,"Cdk7","cyclin dependent kinase 7","12572"
"ENSMUSG00000006304",1.83619932305202,9.27549252731116,39.2589822478372,3.09054950736656e-05,0.000168628806504171,"Arpc2","actin related protein 2/3 complex, subunit 2","76709"
"ENSMUSG00000117790",7.75114965732617,-0.836056352500564,39.0361087145172,3.09348441625036e-05,0.00016873805710949,NA,NA,NA
"ENSMUSG00000086583",1.7062139863332,4.91530621933291,39.240209013293,3.09820682883574e-05,0.000168944714147453,"Gm15500","ribosomal protein L5 pseudogene","100043295"
"ENSMUSG00000014867",1.71306169160142,8.29227587892642,39.2237559973853,3.10426745332302e-05,0.000169189360283181,"Surf4","surfeit gene 4","20932"
"ENSMUSG00000022451",1.27705881126479,5.25621711777306,39.2234500381464,3.10456351152468e-05,0.000169189360283181,"Twf1","twinfilin actin binding protein 1","19230"
