"","logFC","logCPM","F","PValue","FDR","SYMBOL","GENENAME","ENTREZID"
"ENSMUSG00000051041",-9.96682246554648,6.15175637439542,830.514829405102,1.93301344732401e-14,3.49740123024332e-10,"Olfml1","olfactomedin-like 1","244198"
"ENSMUSG00000028238",13.5353143819767,7.87545088518655,547.031848126688,7.42037678859931e-14,6.64755638683071e-10,"Atp6v0d2","ATPase, H+ transporting, lysosomal V0 subunit D2","242341"
"ENSMUSG00000004894",-9.91818431527006,6.77464118537981,773.976026588087,1.41166955344899e-13,6.64755638683071e-10,"Hapln2","hyaluronan and proteoglycan link protein 2","73940"
"ENSMUSG00000001773",-8.65747982993623,4.25175244065306,489.714357477447,1.46964160433996e-13,6.64755638683071e-10,"Folh1","folate hydrolase 1","53320"
"ENSMUSG00000031972",8.6394883235331,2.98625125264116,315.185773994544,1.89237121298603e-13,6.84773447131124e-10,"Acta1","actin alpha 1, skeletal muscle","11459"
"ENSMUSG00000050578",12.1160480877685,7.12670911750587,493.758438569529,2.47498845018463e-13,7.46332767153175e-10,"Mmp13","matrix metallopeptidase 13","17386"
"ENSMUSG00000062515",9.87461167994799,6.31030068097763,753.634108290311,4.38231662774987e-13,1.13270363922683e-09,"Fabp4","fatty acid binding protein 4, adipocyte","11770"
"ENSMUSG00000009654",9.49470252257308,3.33282845250905,290.444778937811,1.17873387958028e-12,2.48132486787031e-09,"Oit3","oncoprotein induced transcript 3","18302"
"ENSMUSG00000054162",-9.8333106006095,5.56552944229646,393.465926536453,1.360288992225e-12,2.48132486787031e-09,"Spock3","sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3","72902"
"ENSMUSG00000001131",11.6646351944342,7.32018398147229,461.018249938131,1.39510403935814e-12,2.48132486787031e-09,"Timp1","tissue inhibitor of metalloproteinase 1","21857"
"ENSMUSG00000022311",-7.99765754993797,4.85920739657957,546.022148090641,1.51378932228771e-12,2.48132486787031e-09,"Csmd3","CUB and Sushi multiple domains 3","239420"
"ENSMUSG00000019997",8.45785716434181,8.99490863905654,686.182050383613,1.6457137243378e-12,2.48132486787031e-09,"Ccn2","cellular communication network factor 2","14219"
"ENSMUSG00000056222",-6.98722084970317,5.62024810838259,653.527746261141,2.45671277026013e-12,3.41917724248589e-09,"Spock1","sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1","20745"
"ENSMUSG00000040133",8.01800999785345,4.12723738530751,526.936927187315,2.69378796454695e-12,3.48133611732486e-09,"Gpr176","G protein-coupled receptor 176","381413"
"ENSMUSG00000040759",-8.52938768534559,8.03031323336846,623.822263789865,3.11744523511344e-12,3.76026244259384e-09,"Cmtm5","CKLF-like MARVEL transmembrane domain containing 5","67272"
"ENSMUSG00000043448",-9.03045628942161,5.90181311854117,457.399279432277,3.55925975186696e-12,4.02485541815806e-09,"Gjc2","gap junction protein, gamma 2","118454"
"ENSMUSG00000023505",6.64312047324069,5.14629027114061,566.707827858616,5.96421409565355e-12,5.66346481168293e-09,"Cdca3","cell division cycle associated 3","14793"
"ENSMUSG00000049493",-7.76283520589432,5.63536190358982,544.486832291076,6.28903543552244e-12,5.66346481168293e-09,"Pls1","plastin 1 (I-isoform)","102502"
"ENSMUSG00000044206",8.12941293069529,2.47756257359293,213.461128622628,6.39953334124299e-12,5.66346481168293e-09,"Vsig4","V-set and immunoglobulin domain containing 4","278180"
"ENSMUSG00000090164",-8.45205018474768,4.76384812968937,320.711172990472,6.41495972911795e-12,5.66346481168293e-09,"BC035044","cDNA sequence BC035044","232406"
"ENSMUSG00000062345",8.78915939146123,3.14888657936265,274.472075341235,6.86089215377594e-12,5.66346481168293e-09,"Serpinb2","serine (or cysteine) peptidase inhibitor, clade B, member 2","18788"
"ENSMUSG00000073424",-9.46231958019798,4.50424202095352,301.941701944866,7.07736065112127e-12,5.66346481168293e-09,"Cyp4f15","cytochrome P450, family 4, subfamily f, polypeptide 15","106648"
"ENSMUSG00000027375",-8.34318949922189,9.09532379707044,542.638168193384,7.1994523113197e-12,5.66346481168293e-09,"Mal","myelin and lymphocyte protein, T cell differentiation protein","17153"
"ENSMUSG00000029762",6.35278415638753,5.56646719781392,530.813674877212,8.38374474058895e-12,5.87282427759772e-09,"Akr1b8","aldo-keto reductase family 1, member B8","14187"
"ENSMUSG00000089633",-8.68508198428451,4.04626925312635,289.255104781585,8.89681410493522e-12,5.87282427759772e-09,"A230009B12Rik","RIKEN cDNA A230009B12 gene","319750"
"ENSMUSG00000034648",-7.64291089958259,5.4763665519889,494.282724631565,9.25874339495225e-12,5.87282427759772e-09,"Lrrn1","leucine rich repeat protein 1, neuronal","16979"
"ENSMUSG00000091475",-6.84426993260929,7.02725651898742,521.198718751998,9.34347705800632e-12,5.87282427759772e-09,"Cerox1","cytoplasmic endogenous regulator of oxidative phosphorylation 1","72834"
"ENSMUSG00000051022",-6.64063136941382,5.46647679560233,526.606778416661,9.43124878212764e-12,5.87282427759772e-09,"Hs3st1","heparan sulfate (glucosamine) 3-O-sulfotransferase 1","15476"
"ENSMUSG00000050121",-8.93083991243747,8.78649322931352,520.731753470769,9.48176789624817e-12,5.87282427759772e-09,"Opalin","oligodendrocytic myelin paranodal and inner loop protein","226115"
"ENSMUSG00000020649",6.91376980705064,6.6908332546957,517.456551995431,9.73772886353461e-12,5.87282427759772e-09,"Rrm2","ribonucleotide reductase M2","20135"
"ENSMUSG00000003974",-8.49106793525735,5.94522034437538,479.911265906844,1.0245865176192e-11,5.97994963331748e-09,"Grm3","glutamate receptor, metabotropic 3","108069"
"ENSMUSG00000022132",-9.37532931673256,7.24081403019162,502.440501048058,1.14472611558944e-11,6.14063598548187e-09,"Cldn10","claudin 10","58187"
"ENSMUSG00000042367",7.30871068767528,1.67786713236775,203.149303687684,1.15423728069322e-11,6.14063598548187e-09,"Gjb3","gap junction protein, beta 3","14620"
"ENSMUSG00000031465",7.02354116750081,6.40499513248798,499.179872364589,1.22665160627907e-11,6.14063598548187e-09,"Angpt2","angiopoietin 2","11601"
"ENSMUSG00000091735",-8.5309119059977,4.93296998468355,338.516704472971,1.24884669289523e-11,6.14063598548187e-09,"Gpr62","G protein-coupled receptor 62","436090"
"ENSMUSG00000033579",-8.64904099629592,6.15013044998276,447.019538890478,1.30211014824033e-11,6.14063598548187e-09,"Fa2h","fatty acid 2-hydroxylase","338521"
"ENSMUSG00000046240",-7.23410518834084,6.26570862013847,498.467157880516,1.31956574855934e-11,6.14063598548187e-09,"Hepacam","hepatocyte cell adhesion molecule","72927"
"ENSMUSG00000029838",-7.00677707904557,9.29051088440338,491.474180700631,1.33131097311859e-11,6.14063598548187e-09,"Ptn","pleiotrophin","19242"
"ENSMUSG00000026830",-8.06474888452033,8.35964680840966,491.991805976065,1.33918444746721e-11,6.14063598548187e-09,"Ermn","ermin, ERM-like protein","77767"
"ENSMUSG00000015980",5.86290880918864,5.21594393622961,491.345422022659,1.35757165433745e-11,6.14063598548187e-09,"Lrrc27","leucine rich repeat containing 27","76612"
"ENSMUSG00000048022",-6.41706703009509,5.57688022860355,492.130363134582,1.4185840947731e-11,6.14677018860494e-09,"Tmem229a","transmembrane protein 229A","319832"
"ENSMUSG00000039661",-6.50383666407491,6.97398661463558,486.355808597307,1.43406600185367e-11,6.14677018860494e-09,"Dusp26","dual specificity phosphatase 26","66959"
"ENSMUSG00000024411",-7.40750948428298,6.47523955135224,490.897135757939,1.46699729838779e-11,6.14677018860494e-09,"Aqp4","aquaporin 4","11829"
"ENSMUSG00000100147",-6.87751308200562,5.44491530109032,489.273743168035,1.49482058419619e-11,6.14677018860494e-09,"1700047M11Rik","RIKEN cDNA 1700047M11 gene","67330"
"ENSMUSG00000020486",-7.72974935747929,10.1303241312202,464.503665931985,1.89404374542014e-11,7.45582296938786e-09,"Septin4","septin 4","18952"
"ENSMUSG00000041377",-7.30729985050964,5.07582589423919,450.187258587208,1.89558313486896e-11,7.45582296938786e-09,"Ninj2","ninjurin 2","29862"
"ENSMUSG00000090958",6.25159512358783,5.87071060140339,463.531635777773,1.94938808280949e-11,7.50431459197278e-09,"Lrrc32","leucine rich repeat containing 32","434215"
"ENSMUSG00000031004",6.09121289549031,4.30375100826411,465.354429428392,2.04405913173107e-11,7.57171828607835e-09,"Mki67","antigen identified by monoclonal antibody Ki 67","17345"
"ENSMUSG00000036634",-6.80497283305126,8.96512195261413,458.672925174588,2.05059523582512e-11,7.57171828607835e-09,"Mag","myelin-associated glycoprotein","17136"
"ENSMUSG00000020774",-8.55535053316469,8.12332907673308,454.948376933649,2.23181140494571e-11,8.07603274993655e-09,"Aspa","aspartoacylase","11484"
"ENSMUSG00000005233",5.96108659106437,5.74956209393025,447.874925798988,2.40276832322762e-11,8.29271018721854e-09,"Spc25","SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)","66442"
"ENSMUSG00000036814",-9.94185249337853,4.45531214188053,307.295440978689,2.42635109515713e-11,8.29271018721854e-09,"Slc6a20a","solute carrier family 6 (neurotransmitter transporter), member 20A","102680"
"ENSMUSG00000049436",-8.16000144874337,5.2972530085179,418.270743518051,2.44963940945617e-11,8.29271018721854e-09,"Upk1b","uroplakin 1B","22268"
"ENSMUSG00000049723",13.7931218238287,13.003933872095,446.029373412833,2.48054344178125e-11,8.29271018721854e-09,"Mmp12","matrix metallopeptidase 12","17381"
"ENSMUSG00000017344",-7.46356674158712,8.509763595136,442.833636500015,2.55968901163776e-11,8.29271018721854e-09,"Vtn","vitronectin","22370"
"ENSMUSG00000073680",-7.02192643281462,6.84838334304966,444.459377144114,2.56669303313015e-11,8.29271018721854e-09,"Tmem278","transmembrane protein 278","320587"
"ENSMUSG00000055421",-5.96486565250026,6.49663422969347,436.511004967915,2.81808305836894e-11,8.81709682829205e-09,"Pcdh9","protocadherin 9","211712"
"ENSMUSG00000019942",6.86527930153406,6.22866944938749,434.899204158732,2.91685182576521e-11,8.81709682829205e-09,"Cdk1","cyclin dependent kinase 1","12534"
"ENSMUSG00000032087",-7.80784469828872,3.50018321469496,247.756084102009,2.92453959971371e-11,8.81709682829205e-09,"Dscaml1","DS cell adhesion molecule like 1","114873"
"ENSMUSG00000023011",-6.04162145544436,5.83951379559253,434.568318106903,2.95023072289656e-11,8.81709682829205e-09,"Faim2","Fas apoptotic inhibitory molecule 2","72393"
"ENSMUSG00000032291",8.16466533867401,3.19239268232356,195.941240823242,2.97265741737586e-11,8.81709682829205e-09,"Crabp1","cellular retinoic acid binding protein I","12903"
"ENSMUSG00000022044",-8.69781706041945,7.7726887339341,435.078324008282,3.05218098498563e-11,8.90695331634598e-09,"Stmn4","stathmin-like 4","56471"
"ENSMUSG00000076439",-10.7520430451369,8.94308841021237,426.615408702567,3.22975372037732e-11,9.16629117560933e-09,"Mog","myelin oligodendrocyte glycoprotein","17441"
"ENSMUSG00000020182",-7.5672346505612,4.22182981367283,331.15295020418,3.31777789335219e-11,9.16629117560933e-09,"Ddc","dopa decarboxylase","13195"
"ENSMUSG00000041205",-6.33210125719169,5.47933313368868,428.786549980809,3.33898320961672e-11,9.16629117560933e-09,"Map6d1","MAP6 domain containing 1","208158"
"ENSMUSG00000015090",-10.2230947566994,10.7955190876004,422.401869969039,3.44345883746844e-11,9.16629117560933e-09,"Ptgds","prostaglandin D2 synthase (brain)","19215"
"ENSMUSG00000015854",9.79401690736286,6.79280911730156,412.405898871922,3.51102391872294e-11,9.16629117560933e-09,"Cd5l","CD5 antigen-like","11801"
"ENSMUSG00000068220",6.53244618278209,9.07195314185376,420.076571664311,3.54509145998964e-11,9.16629117560933e-09,"Lgals1","lectin, galactose binding, soluble 1","16852"
"ENSMUSG00000029343",-8.54475829163326,6.69822896771249,416.451165326213,3.61635471867695e-11,9.16629117560933e-09,"Crybb1","crystallin, beta B1","12960"
"ENSMUSG00000060424",-6.31658519119524,6.044191948232,420.060628155712,3.6217635834855e-11,9.16629117560933e-09,NA,NA,NA
"ENSMUSG00000032523",-8.11440640764528,3.79825829378773,240.943107163652,3.64338672786029e-11,9.16629117560933e-09,"Hhatl","hedgehog acyltransferase-like","74770"
"ENSMUSG00000030247",-6.14655324603308,5.25864234441541,422.077472366981,3.64767017434296e-11,9.16629117560933e-09,"Kcnj8","potassium inwardly-rectifying channel, subfamily J, member 8","16523"
"ENSMUSG00000032854",-6.25587412589698,6.9858247980892,415.940413305644,3.80028592727305e-11,9.41898264139059e-09,"Ugt8a","UDP galactosyltransferase 8A","22239"
"ENSMUSG00000048939",-11.7020820198519,5.43978304263158,429.91805530597,4.54652348563081e-11,1.11162499223673e-08,"Atp13a5","ATPase type 13A5","268878"
"ENSMUSG00000087478",-7.68322232551756,3.89220987107405,282.267675754374,4.63868965094094e-11,1.11903749139299e-08,"4930506C21Rik","RIKEN cDNA 4930506C21 gene","75060"
"ENSMUSG00000036086",5.46506295583631,4.9897726886944,400.589081883131,4.83058507484558e-11,1.14999704946291e-08,"Zranb3","zinc finger, RAN-binding domain containing 3","226409"
"ENSMUSG00000019996",-6.032935155732,5.89303157806027,397.669468461367,5.10390929317889e-11,1.18682469548628e-08,"Map7","microtubule-associated protein 7","17761"
"ENSMUSG00000021573",-5.1975810394766,6.33845854796762,395.48234534269,5.17817075734056e-11,1.18682469548628e-08,"Tppp","tubulin polymerization promoting protein","72948"
"ENSMUSG00000038526",-7.74285437752976,6.15181072957385,400.001484304106,5.19878420034004e-11,1.18682469548628e-08,"Car14","carbonic anhydrase 14","23831"
"ENSMUSG00000025854",5.06956537115877,7.43110183974555,392.924282306581,5.37487619751966e-11,1.18682469548628e-08,"Fam20c","FAM20C, golgi associated secretory pathway kinase","80752"
"ENSMUSG00000091243",7.7584891327875,4.40363576036006,263.451130757519,5.4055067711882e-11,1.18682469548628e-08,"Vgll3","vestigial like family member 3","73569"
"ENSMUSG00000020591",-7.78488284189987,8.09484980371074,392.417152386419,5.46995340139366e-11,1.18682469548628e-08,"Ntsr2","neurotensin receptor 2","18217"
"ENSMUSG00000022546",-4.44285736860304,5.43226250924573,391.983684742829,5.47668307078083e-11,1.18682469548628e-08,"Gpt","glutamic pyruvic transaminase, soluble","76282"
"ENSMUSG00000002944",9.50332315817079,10.2671320342975,391.460813936591,5.51004667113509e-11,1.18682469548628e-08,"Cd36","CD36 molecule","12491"
"ENSMUSG00000022033",6.31834510143074,5.41702765706417,393.898479581003,5.62324306909246e-11,1.19689750985701e-08,"Pbk","PDZ binding kinase","52033"
"ENSMUSG00000026255",-6.80700198484283,5.90392202183075,393.159721022626,5.6891165559997e-11,1.19689750985701e-08,"Efhd1","EF hand domain containing 1","98363"
"ENSMUSG00000121079",-8.04409712079038,4.14605848542838,273.979255292366,5.82952828290832e-11,1.20423943754514e-08,NA,NA,NA
"ENSMUSG00000047797",-6.51619194096549,6.81787939625203,388.531203242953,5.85713096247015e-11,1.20423943754514e-08,"Gjb1","gap junction protein, beta 1","14618"
"ENSMUSG00000032537",-6.99810496285766,4.75887217911843,365.814596435304,7.01673704692552e-11,1.41927549735594e-08,"Ephb1","Eph receptor B1","270190"
"ENSMUSG00000047976",-7.51772749379102,4.43195423509821,295.794688131961,7.05990132990848e-11,1.41927549735594e-08,"Kcna1","potassium voltage-gated channel, shaker-related subfamily, member 1","16485"
"ENSMUSG00000023236",-6.80510015400102,5.40270035505723,379.212630240637,7.24317868103607e-11,1.44011903160424e-08,"Scg5","secretogranin V","20394"
"ENSMUSG00000043613",8.14452776203817,3.97118388153085,288.70973961813,7.33658316985681e-11,1.44283477491543e-08,"Mmp3","matrix metallopeptidase 3","17392"
"ENSMUSG00000007888",10.1294846365801,7.89242191974216,382.373278555462,7.47848078240524e-11,1.44933763888014e-08,"Crlf1","cytokine receptor-like factor 1","12931"
"ENSMUSG00000024529",9.81154743489639,5.92693755843438,319.885962631186,7.70298041427646e-11,1.44933763888014e-08,"Lox","lysyl oxidase","16948"
"ENSMUSG00000027674",-5.69731814482736,4.9741207804466,374.108760334132,7.72582989489810e-11,1.44933763888014e-08,"Pex5l","peroxisomal biogenesis factor 5-like","58869"
"ENSMUSG00000001403",6.83019062557079,5.919154932533,372.591652184997,7.74535540688022e-11,1.44933763888014e-08,"Ube2c","ubiquitin-conjugating enzyme E2C","68612"
"ENSMUSG00000034488",-5.44290703709553,6.46660513841314,370.501070907108,7.77017360146873e-11,1.44933763888014e-08,"Edil3","EGF-like repeats and discoidin I-like domains 3","13612"
"ENSMUSG00000051504",-9.61770820259545,9.25796803838352,371.891490283395,7.90308929443384e-11,1.45089009806971e-08,"Siglech","sialic acid binding Ig-like lectin H","233274"
"ENSMUSG00000027469",6.03241739676981,4.829703208975,371.725824138866,7.97918106581247e-11,1.45089009806971e-08,"Tpx2","TPX2, microtubule-associated","72119"
"ENSMUSG00000035686",-7.08763921121126,6.00092405846677,372.895159116753,8.0506778750189e-11,1.45089009806971e-08,"Thrsp","thyroid hormone responsive","21835"
"ENSMUSG00000041431",8.1337979137481,6.00722760652704,371.49477590555,8.17364252941896e-11,1.45089009806971e-08,"Ccnb1","cyclin B1","268697"
"ENSMUSG00000029816",13.2474872630481,12.6051711053114,367.934390854509,8.17945006373239e-11,1.45089009806971e-08,"Gpnmb","glycoprotein (transmembrane) nmb","93695"
"ENSMUSG00000020914",5.89526208741105,4.75191045265088,369.228986396096,8.34611117987116e-11,1.46607951046028e-08,"Top2a","topoisomerase (DNA) II alpha","21973"
"ENSMUSG00000033998",-9.01222701479274,6.14032306047468,324.580005608296,8.88844636642872e-11,1.54633327026726e-08,"Kcnk1","potassium channel, subfamily K, member 1","16525"
"ENSMUSG00000024810",-7.80032119997283,8.79341500539671,362.033460181603,8.97444962280837e-11,1.54642587643307e-08,"Il33","interleukin 33","77125"
"ENSMUSG00000032118",-5.23221633370894,8.72621957888248,359.528410975443,9.32926175520593e-11,1.58946254403306e-08,"Fez1","fasciculation and elongation protein zeta 1","235180"
"ENSMUSG00000048612",6.51902698387508,4.85597056177649,362.872060695318,9.40304050829048e-11,1.58946254403306e-08,"Myof","myoferlin","226101"
"ENSMUSG00000097585",-4.89360445471965,4.75013416240175,361.006865230466,9.49011977466984e-11,1.58946254403306e-08,"E230029C05Rik","RIKEN cDNA E230029C05 gene","319711"
"ENSMUSG00000055717",-5.86553094579477,6.28776107630008,358.424642596292,9.59464133797401e-11,1.58946254403306e-08,"Slain1","SLAIN motif family, member 1","105439"
"ENSMUSG00000040055",-8.32134563982377,6.76067214294236,361.800310815762,9.66345436597784e-11,1.58946254403306e-08,"Gjb6","gap junction protein, beta 6","14623"
"ENSMUSG00000104674",-10.844937286395,4.47214894194964,378.074238842663,9.93873950618408e-11,1.620014539508e-08,NA,NA,NA
"ENSMUSG00000004035",-6.04254158240034,6.20274074696252,355.441322600212,1.01287487982356e-10,1.63624510720069e-08,"Gstm7","glutathione S-transferase, mu 7","68312"
"ENSMUSG00000047562",12.4164552947766,3.57082870382655,276.746060569544,1.0300735901943e-10,1.64930278472438e-08,"Mmp10","matrix metallopeptidase 10","17384"
"ENSMUSG00000039904",-7.17561811015337,7.13797058008948,352.870003961418,1.06707744670836e-10,1.69356423186792e-08,"Gpr37","G protein-coupled receptor 37","14763"
"ENSMUSG00000034839",-5.52475501407324,4.97985462278701,353.083832116573,1.08965508363006e-10,1.71114807583327e-08,"Larp6","La ribonucleoprotein 6, translational regulator","67557"
"ENSMUSG00000028976",-9.85014150617762,7.23919546256804,325.702017728192,1.09707166747726e-10,1.71114807583327e-08,"Slc2a5","solute carrier family 2 (facilitated glucose transporter), member 5","56485"
"ENSMUSG00000069919",-9.40938873190819,9.91598928439248,349.787658096588,1.11457264741628e-10,1.72358657347887e-08,"Hba-a1","hemoglobin alpha, adult chain 1","15122"
"ENSMUSG00000030711",-6.61561908184771,4.65901057777888,350.8179389864,1.12476042619493e-10,1.7246008806055e-08,"Sult1a1","sulfotransferase family 1A, phenol-preferring, member 1","20887"
"ENSMUSG00000105891",-9.29367056688414,3.81310854569344,245.844586372856,1.17682982513942e-10,1.78221969095243e-08,"A230001M10Rik","RIKEN cDNA A230001M10 gene","319951"
"ENSMUSG00000030310",-7.23042546837718,6.46454132624434,349.617551060817,1.18516510436622e-10,1.78221969095243e-08,"Slc6a1","solute carrier family 6 (neurotransmitter transporter, GABA), member 1","232333"
"ENSMUSG00000045087",-7.58058556233348,5.73837342738627,343.652446752028,1.19188958495133e-10,1.78221969095243e-08,"S1pr5","sphingosine-1-phosphate receptor 5","94226"
"ENSMUSG00000026424",-6.98249352478598,8.10018776931296,344.637511179575,1.21805367001444e-10,1.80641352881732e-08,"Gpr37l1","G protein-coupled receptor 37-like 1","171469"
"ENSMUSG00000060548",-5.94784733119215,4.97433554891633,345.109516476052,1.30209143096372e-10,1.89805530072353e-08,"Tnfrsf19","tumor necrosis factor receptor superfamily, member 19","29820"
"ENSMUSG00000052305",-8.54829911102822,9.17568908090772,340.921700477824,1.30550599000279e-10,1.89805530072353e-08,"Hbb-b1","hemoglobin, beta adult major chain","15129"
"ENSMUSG00000026227",-6.98039516183336,3.29672945498819,213.829297877362,1.3113188116423e-10,1.89805530072353e-08,"2810459M11Rik","RIKEN cDNA 2810459M11 gene","72792"
"ENSMUSG00000048388",-4.53351016022898,6.25409702853938,339.262399767725,1.33860608738234e-10,1.89812144601184e-08,"Fam171b","family with sequence similarity 171, member B","241520"
"ENSMUSG00000046295",6.75548928723964,2.13728297851627,212.795281905761,1.35911263961549e-10,1.89812144601184e-08,"Ankle1","ankyrin repeat and LEM domain containing 1","234396"
"ENSMUSG00000046314",-5.56267961109251,4.33626659393964,342.629441916789,1.35961281382966e-10,1.89812144601184e-08,"Stxbp6","syntaxin binding protein 6 (amisyn)","217517"
"ENSMUSG00000050854",-7.79104603805607,5.79667285453488,334.835907334183,1.3652979303305e-10,1.89812144601184e-08,"Tmem125","transmembrane protein 125","230678"
"ENSMUSG00000030638",-5.12372373243154,5.40449388913455,338.362261424142,1.37462939473176e-10,1.89812144601184e-08,"Sh3gl3","SH3-domain GRB2-like 3","20408"
"ENSMUSG00000069917",-8.53949596181781,6.72248724999492,339.713895131304,1.38307598830309e-10,1.89812144601184e-08,"Hba-a2","hemoglobin alpha, adult chain 2","110257"
"ENSMUSG00000004151",-4.17728727117201,7.33549532237697,336.754993476058,1.39946226829336e-10,1.89812144601184e-08,"Etv1","ets variant 1","14009"
"ENSMUSG00000105265",-6.14026061921379,6.02182968677985,337.745047294054,1.40315159246753e-10,1.89812144601184e-08,"Sox2ot","SOX2 overlapping transcript (non-protein coding)","320478"
"ENSMUSG00000116725",8.35762518866872,2.22150318271809,224.271290435172,1.40578275446629e-10,1.89812144601184e-08,"Gm29686","predicted gene, 29686","629091"
"ENSMUSG00000068196",7.3400686548112,5.29140355102435,341.392979901143,1.48664282580577e-10,1.98196864181077e-08,"Col8a1","collagen, type VIII, alpha 1","12837"
"ENSMUSG00000094530",4.08673365465578,4.80522213952472,333.525863982956,1.48979016905027e-10,1.98196864181077e-08,NA,NA,NA
"ENSMUSG00000031425",-8.63865491179308,13.0835283764103,331.858663440053,1.53188089295758e-10,2.02308912381616e-08,"Plp1","proteolipid protein (myelin) 1","18823"
"ENSMUSG00000024803",7.36765927095206,2.83992498012108,162.86515474441,1.55633157270909e-10,2.02821908718823e-08,"Ankrd1","ankyrin repeat domain 1","107765"
"ENSMUSG00000081225",-8.35090025293743,4.71794306103563,237.156671337345,1.55818522698925e-10,2.02821908718823e-08,"Cyp2j12","cytochrome P450, family 2, subfamily j, polypeptide 12","242546"
"ENSMUSG00000040138",-5.51376868421171,4.24365144345634,332.714288102313,1.62698205033027e-10,2.10264187404468e-08,"Ndp","Norrie disease (pseudoglioma) (human)","17986"
"ENSMUSG00000061740",-5.32287729546687,4.56894792432242,330.554401196919,1.65132756675627e-10,2.11745564996743e-08,"Cyp2d22","cytochrome P450, family 2, subfamily d, polypeptide 22","56448"
"ENSMUSG00000020333",-6.57500375288453,5.92196985529158,330.573648243786,1.66185100478293e-10,2.11745564996743e-08,"Acsl6","acyl-CoA synthetase long-chain family member 6","216739"
"ENSMUSG00000022658",-5.9004520603293,6.38229536120052,327.681536627715,1.67376528161592e-10,2.11772274407531e-08,"Tagln3","transgelin 3","56370"
"ENSMUSG00000010064",-6.83051286147271,5.45855647251104,328.214567149398,1.7449269542959e-10,2.19242801278304e-08,"Slc38a3","solute carrier family 38, member 3","76257"
"ENSMUSG00000113856",-6.53155656582789,5.80551676829417,325.132794213227,1.83086740734152e-10,2.27403326160776e-08,NA,NA,NA
"ENSMUSG00000100837",-9.03357887828321,3.58270380031498,231.167573344919,1.84652513117875e-10,2.27403326160776e-08,"1700063D05Rik","RIKEN cDNA 1700063D05 gene","78500"
"ENSMUSG00000049612",-8.06920850851934,7.70731493085446,323.512653634327,1.85099046532759e-10,2.27403326160776e-08,"Omg","oligodendrocyte myelin glycoprotein","18377"
"ENSMUSG00000018339",5.44990982257024,5.67107253818983,321.845743741419,1.86014990724561e-10,2.27403326160776e-08,"Gpx3","glutathione peroxidase 3","14778"
"ENSMUSG00000030849",-4.6828698744557,6.42433056767665,318.280665194509,1.98579784347873e-10,2.4113449920846e-08,"Fgfr2","fibroblast growth factor receptor 2","14183"
"ENSMUSG00000060530",-7.3912294792042,3.02421756657946,192.310192591959,2.0049933678837e-10,2.41842300034131e-08,NA,NA,NA
"ENSMUSG00000029053",-4.91884113510739,5.44073601460992,316.07706028799,2.08821733412642e-10,2.50212690240724e-08,"Prkcz","protein kinase C, zeta","18762"
"ENSMUSG00000026458",-3.86049510225338,6.4617385316075,313.385987605816,2.18502745785508e-10,2.5883523219884e-08,"Ppfia4","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4","68507"
"ENSMUSG00000031104",-6.23102472707912,4.1320047157199,302.513788644783,2.20034135305198e-10,2.5883523219884e-08,"Rab33a","RAB33A, member RAS oncogene family","19337"
"ENSMUSG00000031517",-7.1229740070033,8.17120509657111,312.953519151906,2.20886364723313e-10,2.5883523219884e-08,"Gpm6a","glycoprotein m6a","234267"
"ENSMUSG00000030144",9.30825681581223,7.18715693949229,316.541937474795,2.2186647470805e-10,2.5883523219884e-08,"Clec4d","C-type lectin domain family 4, member d","17474"
"ENSMUSG00000056966",-6.49675320815117,6.2279670887956,313.692092525278,2.23494332756616e-10,2.5883523219884e-08,"Gjc3","gap junction protein, gamma 3","118446"
"ENSMUSG00000059430",9.47020751748814,5.93027264028105,271.938552387256,2.24601400846835e-10,2.5883523219884e-08,"Actg2","actin, gamma 2, smooth muscle, enteric","11468"
"ENSMUSG00000028327",6.97457801995579,3.72917343305355,299.970111265186,2.29320750640281e-10,2.6260128742624e-08,"Stra6l","STRA6-like","74152"
"ENSMUSG00000037996",-7.41847771096057,5.11676103141926,296.588495280031,2.35896630250745e-10,2.68432561706083e-08,"Slc24a2","solute carrier family 24 (sodium/potassium/calcium exchanger), member 2","76376"
"ENSMUSG00000037031",-5.22070544315466,6.86163608046472,309.148753709972,2.37729191993417e-10,2.68827141921056e-08,"Tspan15","tetraspanin 15","70423"
"ENSMUSG00000057103",-4.77131606359072,5.45837653249288,306.354292572618,2.52396607660548e-10,2.83574723688313e-08,"Nat8f1","N-acetyltransferase 8 (GCN5-related) family member 1","66116"
"ENSMUSG00000039217",-3.67959085957362,6.33390470345449,305.819773840858,2.53905406718105e-10,2.83574723688313e-08,"Il18","interleukin 18","16173"
"ENSMUSG00000003934",-7.96221091685708,4.95344401169535,253.777251750107,2.57054628736037e-10,2.85330637897001e-08,"Efnb3","ephrin B3","13643"
"ENSMUSG00000045608",-7.11395820603525,5.72722383807484,308.186904054079,2.59195021441886e-10,2.85952166033417e-08,"Dbx2","developing brain homeobox 2","223843"
