"","logFC","logCPM","F","PValue","FDR","SYMBOL","GENENAME","ENTREZID"
"ENSMUSG00000002341",-2.35074628035737,3.84464255823071,29.2377353658694,0.000125877468341912,0.000732786690704702,"Ncan","neurocan","13004"
"ENSMUSG00000018648",2.10655745699789,2.54012720274029,29.2531485534766,0.000126008806880623,0.000733315324184985,"Dusp14","dual specificity phosphatase 14","56405"
"ENSMUSG00000106820",-2.16155027669915,1.80606753432247,29.2990434966242,0.00012611572414362,0.00073370154242139,"D5Ertd605e","DNA segment, Chr 5, ERATO Doi 605, expressed","100039805"
"ENSMUSG00000112662",-8.66624360006906,0.575486882978608,33.7603101612172,0.000126656594364503,0.000736611302422678,NA,NA,NA
"ENSMUSG00000029093",-2.93140897732261,2.38195385866921,29.2902358508998,0.000126945067892606,0.000737772506930268,"Sorcs2","sortilin-related VPS10 domain containing receptor 2","81840"
"ENSMUSG00000060550",-3.52239328455954,2.26627441443049,29.3699100992747,0.000126978439255597,0.000737772506930268,"H2-Q7","histocompatibility 2, Q region locus 7","15018"
"ENSMUSG00000039095",-7.79048632379054,0.412987201158303,33.7253729010231,0.000126978587662679,0.000737772506930268,"En2","engrailed 2","13799"
"ENSMUSG00000037661",-1.83293819335753,5.04418841597628,29.1688840818549,0.000127127566428865,0.000738400982150067,"Gpr160","G protein-coupled receptor 160","71862"
"ENSMUSG00000120306",-7.84086152602558,0.203929731192234,33.726093969623,0.000127320845576867,0.000739286283383263,NA,NA,NA
"ENSMUSG00000085382",-3.4348595101577,1.17540920514178,25.8242969129347,0.000127473766456882,0.000739936752166943,"Gm13861","predicted gene 13861","100039184"
"ENSMUSG00000026104",-1.77474606558835,4.58374612980508,29.140220123043,0.000127709015962189,0.000741064536819718,"Stat1","signal transducer and activator of transcription 1","20846"
"ENSMUSG00000019842",1.76520457731317,1.54313715007069,29.1800951423267,0.000127861062238177,0.000741708944878272,"Traf3ip2","TRAF3 interacting protein 2","103213"
"ENSMUSG00000041189",1.88456597951811,1.53087838087406,29.1671161916301,0.00012805571624479,0.000742600023723393,"Chrnb1","cholinergic receptor nicotinic beta 1 subunit","11443"
"ENSMUSG00000030064",-1.45640553342911,5.62288837279179,29.1192427016986,0.000128114501917356,0.000742686078848651,"Frmd4b","FERM domain containing 4B","232288"
"ENSMUSG00000022322",1.61211391538772,4.24308745307523,29.2008393229122,0.000128152652305615,0.000742686078848651,"Shcbp1","Shc SH2-domain binding protein 1","20419"
"ENSMUSG00000025511",1.4615685779492,7.40300069293612,29.1087332703978,0.000128318298971016,0.000743321417956435,"Tspan4","tetraspanin 4","64540"
"ENSMUSG00000070327",-2.37057921848374,4.48326868632622,29.1092402241182,0.000128344448665003,0.000743321417956435,"Rnf213","ring finger protein 213","672511"
"ENSMUSG00000026579",-3.70666881446243,0.602258184787438,27.8486633664035,0.000128783375862799,0.000745624838235399,"F5","coagulation factor V","14067"
"ENSMUSG00000039219",-1.21299923277703,5.98785456322066,29.0634205930274,0.000129241146178091,0.000748035847025019,"Arid4b","AT-rich interaction domain 4B","94246"
"ENSMUSG00000031963",1.72372906932172,2.06550185751202,29.0686517520816,0.00012948300363626,0.00074919602967408,"Bmper","BMP-binding endothelial regulator","73230"
"ENSMUSG00000040557",1.77990632023767,1.82653074088664,29.0321743672317,0.000130759772502602,0.000756317907045433,"Mettl27","methyltransferase like 27","79565"
"ENSMUSG00000044117",-2.70648516843978,2.86974624585797,29.0163966401985,0.000130797475882671,0.000756317907045433,"Bmerb1","bMERB domain containing 1","67254"
"ENSMUSG00000051678",-7.19604277776213,-0.245906316716919,33.5999240529788,0.000130917676955492,0.000756771095576906,"Pcdhb6","protocadherin beta 6","93877"
"ENSMUSG00000042195",-2.9953509755354,1.60098788668267,28.9542921150847,0.000131241076032805,0.000758398207812696,"Slc35f2","solute carrier family 35, member F2","72022"
"ENSMUSG00000046694",3.61282723562185,-0.714881408789504,24.5239207120647,0.000131396304042356,0.000759052787049278,"Tent5b","terminal nucleotidyltransferase 5B","100342"
"ENSMUSG00000020328",1.07290310369946,5.93942099857376,28.948870114671,0.000131590651158884,0.000759932860331212,"Nudcd2","NudC domain containing 2","52653"
"ENSMUSG00000107876",-6.20756470059105,0.387502405098287,29.5012972815398,0.000131694368836234,0.000760289156143582,NA,NA,NA
"ENSMUSG00000048546",-1.65824487459192,5.34746183847888,28.9221599927676,0.000132154358668513,0.000762701375243828,"Tob2","transducer of ERBB2, 2","57259"
"ENSMUSG00000115471",-4.50590544146379,-0.0894418491246255,26.1430642006378,0.000132295760094546,0.000763273975570991,NA,NA,NA
"ENSMUSG00000026544",1.25142667569732,3.66013359722625,28.908469231418,0.000132473222878934,0.000764054198772254,"Dusp23","dual specificity phosphatase 23","68440"
"ENSMUSG00000031770",-2.99199599712519,8.3060431139973,28.9021124270458,0.000132565498184263,0.000764342752915194,"Herpud1","homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1","64209"
"ENSMUSG00000039257",-5.24116725490712,0.439012965899706,24.8476376963586,0.000132657620298078,0.000764630240220809,"Vstm2b","V-set and transmembrane domain containing 2B","58188"
"ENSMUSG00000047495",4.16894586176204,-0.567728810908096,24.9965675952706,0.000133178326608602,0.000767387090232304,"Dlgap2","DLG associated protein 2","244310"
"ENSMUSG00000097779",-8.55436321510543,0.0195292249567031,28.1229543066918,0.000133288893853639,0.000767779674146413,"4833407H14Rik","RIKEN cDNA 4833407H14 gene","73899"
"ENSMUSG00000062580",1.34559409001448,7.48843833114684,28.8579304983286,0.000133494552821782,0.000768286739633647,"Timm17a","translocase of inner mitochondrial membrane 17a","21854"
"ENSMUSG00000020307",1.13126857368388,5.96877488764565,28.8576367927953,0.00013350439877225,0.000768286739633647,"Cdc34","cell division cycle 34","216150"
"ENSMUSG00000043932",-9.25075899424074,0.619647788087596,29.4885869348936,0.000133540690933255,0.000768286739633647,"Klri2","killer cell lectin-like receptor family I member 2","320407"
"ENSMUSG00000024590",-3.02737353550468,3.58525555437795,28.9055814326884,0.000133546774782945,0.000768286739633647,"Lmnb1","lamin B1","16906"
"ENSMUSG00000049624",1.44015260325956,4.50653612811567,28.8440639273291,0.000133806902647924,0.000769538553594686,"Slc17a5","solute carrier family 17 (anion/sugar transporter), member 5","235504"
"ENSMUSG00000022383",-3.39038250606546,0.919405243829042,26.5126115303775,0.000134212198075396,0.000771624181689908,"Ppara","peroxisome proliferator activated receptor alpha","19013"
"ENSMUSG00000027519",1.0610832473104,5.93927957662124,28.7944952951784,0.000134842285522675,0.000775000467586329,"Rab22a","RAB22A, member RAS oncogene family","19334"
"ENSMUSG00000085862",-3.61785409261286,0.528626699596595,25.0087120285719,0.000135316342881629,0.00077747811742055,"Gm13483","predicted gene 13483","100502624"
"ENSMUSG00000024896",1.04526737389737,5.17729912437028,28.7695589241334,0.000135383377639785,0.000777573402107424,"Minpp1","multiple inositol polyphosphate histidine phosphatase 1","17330"
"ENSMUSG00000021171",1.44137850497664,4.76973854724698,28.7681691851908,0.000135418879679461,0.000777573402107424,"Esyt2","extended synaptotagmin-like protein 2","52635"
"ENSMUSG00000042272",1.69518044832824,3.95105726180235,28.7587965159416,0.000135677496404384,0.000778811212704482,"Sestd1","SEC14 and spectrin domains 1","228071"
"ENSMUSG00000019796",1.80203126496412,2.83158063727229,28.7521353847342,0.00013600483632008,0.000780442595477071,"Lrp11","low density lipoprotein receptor-related protein 11","237253"
"ENSMUSG00000051550",-1.4521131621804,3.36063602028039,28.7295417524142,0.000136329318032967,0.000781899975872321,"Zfp579","zinc finger protein 579","68490"
"ENSMUSG00000057246",-4.37021770553223,-0.262132305431779,26.0046144145438,0.000136345239809715,0.000781899975872321,"Tsbp1","testis expressed basic protein 1","407788"
"ENSMUSG00000030020",-1.9593423142627,3.55871144607349,28.7183587452772,0.000136690207330343,0.000783629886320626,"Prickle2","prickle planar cell polarity protein 2","243548"
"ENSMUSG00000115219",1.81376892789028,3.89227360595656,28.6975687962264,0.000137022367472527,0.000785285300817366,"Eef1akmt4","EEF1A lysine methyltransferase 4","110599566"
"ENSMUSG00000036707",1.00285272815697,6.69018459016371,28.686737335393,0.000137166793434269,0.000785864089172331,"Cab39","calcium binding protein 39","12283"
"ENSMUSG00000022790",-1.30301810780006,3.9742074524742,28.6878312473522,0.000137215567501407,0.000785894670086404,"Igsf11","immunoglobulin superfamily, member 11","207683"
"ENSMUSG00000085967",-8.35425291606804,0.538946707028433,33.0583976460319,0.000137854837498675,0.000789306194577063,"Gm12530","predicted gene 12530","329851"
"ENSMUSG00000040084",1.49348154752349,3.85788937780574,28.6960522146075,0.000137959345157542,0.000789451983863137,"Bub1b","BUB1B, mitotic checkpoint serine/threonine kinase","12236"
"ENSMUSG00000105939",-8.94772833418568,1.79479750938501,33.0143856643526,0.000137983250240831,0.000789451983863137,NA,NA,NA
"ENSMUSG00000063975",3.61716780291904,-0.642751722279985,23.9598663269621,0.000138011199080258,0.000789451983863137,"Slco1a5","solute carrier organic anion transporter family, member 1a5","108096"
"ENSMUSG00000027221",-1.90879084477796,4.01773864342135,28.6492119483186,0.000138054868351639,0.0007894521912409,"Chst1","carbohydrate sulfotransferase 1","76969"
"ENSMUSG00000029153",1.60646073139964,3.09926986418917,28.6644752244119,0.000138502787610646,0.000791763328985596,"Ociad2","OCIA domain containing 2","433904"
"ENSMUSG00000117698",-2.86804178256244,0.970932722789877,27.5564232627955,0.000138602807549437,0.00079208483796335,"BC037704","cDNA sequence BC037704","100502982"
"ENSMUSG00000029461",-1.7127060290407,5.17475807509229,28.6159255838346,0.000138734958529682,0.000792589707823662,"Fam168a","family with sequence similarity 168, member A","319604"
"ENSMUSG00000070871",1.5186275493437,3.79986735063543,28.5970788848161,0.000139179582783711,0.000794878848265685,"Ccnyl1","cyclin Y-like 1","227210"
"ENSMUSG00000027203",1.09055259669001,4.81279934868818,28.588333613086,0.000139346645120786,0.000795581839750829,"Dut","deoxyuridine triphosphatase","110074"
"ENSMUSG00000106024",-4.36941055308726,0.39867246693699,24.5755187340904,0.00013944768723599,0.000795691810314539,NA,NA,NA
"ENSMUSG00000022679",-1.1701024048519,3.84504029983627,28.5842638257316,0.000139483073931569,0.000795691810314539,"Mpv17l","Mpv17 transgene, kidney disease mutant-like","93734"
"ENSMUSG00000024197",1.22389947877366,7.04692377807546,28.5807919224674,0.000139497840176738,0.000795691810314539,"Plin3","perilipin 3","66905"
"ENSMUSG00000042784",-4.08006871110116,-0.520230051208875,24.5777992445885,0.000139542751145624,0.000795697130941625,"Muc1","mucin 1, transmembrane","17829"
"ENSMUSG00000030606",-4.06912687818016,1.20003560801865,26.6993080112775,0.000139644328160166,0.000796025466100154,"Hapln3","hyaluronan and proteoglycan link protein 3","67666"
"ENSMUSG00000085183",5.62893105056514,-1.07442453367384,27.4671544020835,0.000139764821016038,0.00079646138791911,"Wincr1","WNT induced non-coding RNA 1","100040617"
"ENSMUSG00000057137",1.46555903749927,2.85704713910953,28.5710484485599,0.000139874290360318,0.000796834236614998,"Tmem140","transmembrane protein 140","68487"
"ENSMUSG00000024404",1.00998869064298,6.22417501568482,28.5615329865473,0.000139926810415474,0.000796882524660739,"Riok3","RIO kinase 3","66878"
"ENSMUSG00000035372",1.72937243244971,4.69178785034659,28.5591053450285,0.000139997666656985,0.000797035173953689,"1810055G02Rik","RIKEN cDNA 1810055G02 gene","72056"
"ENSMUSG00002074878",2.80068598691117,1.77212733569467,25.8383074931537,0.000140140987843868,0.000797543399158013,NA,NA,NA
"ENSMUSG00000064936",-2.96209287276734,-0.935529209178816,24.106186621694,0.000140175095855993,0.000797543399158013,"Gm23722","predicted gene, 23722","115485772"
"ENSMUSG00000022793",-1.09749560630621,5.34268296044322,28.5486528184424,0.000140222139930511,0.000797560257077252,"B4galt4","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4","56375"
"ENSMUSG00000079139",1.17364565367174,4.50996044398593,28.5382062104676,0.000140475046043799,0.000798358805540851,"Gm4204","nucleosome assembly protein 1-like 1 pseudogene","100043064"
"ENSMUSG00000027465",1.09396567626504,4.9976915252141,28.5370549435307,0.000140483415141901,0.000798358805540851,"Tbc1d20","TBC1 domain family, member 20","67231"
"ENSMUSG00000024251",-1.47467067609416,3.44176372566534,28.5402857848939,0.000140494911669821,0.000798358805540851,"Thada","thyroid adenoma associated","240174"
"ENSMUSG00000024059",-2.734885385832,1.73082867002517,28.6467879633211,0.000140550955123992,0.000798426508966524,"Clip4","CAP-GLY domain containing linker protein family, member 4","78785"
"ENSMUSG00000074916",1.34490446339306,3.93294317269099,28.5305151518102,0.000140655397148151,0.00079862719914802,"Chst14","carbohydrate sulfotransferase 14","72136"
"ENSMUSG00000073555",-3.3908921728013,2.26515146337326,28.6401066984888,0.000140674563847054,0.00079862719914802,"Iigp1c","interferon inducible GTPase 1C","240327"
"ENSMUSG00000020661",1.71374160425065,6.33880799674932,28.5243983108192,0.000140757647772735,0.000798848218680079,"Dnmt3a","DNA methyltransferase 3A","13435"
"ENSMUSG00000037370",1.76063589299069,4.61022278284281,28.5212839017211,0.000140854239274283,0.000799145735713268,"Enpp1","ectonucleotide pyrophosphatase/phosphodiesterase 1","18605"
"ENSMUSG00000020246",1.17921008290048,3.91801260263402,28.5122126246334,0.000141060761097663,0.000800066567567406,"Hcfc2","host cell factor C2","67933"
"ENSMUSG00000032330",1.06493446599585,7.33915609393372,28.5061906050107,0.000141166779332445,0.000800416965986187,"Cox7a2","cytochrome c oxidase subunit 7A2","12866"
"ENSMUSG00000042745",1.73552570975639,6.34163148027566,28.4878981147014,0.00014157982677383,0.00080220024555285,"Id1","inhibitor of DNA binding 1, HLH protein","15901"
"ENSMUSG00000018819",-1.96743924090329,7.38406815476027,28.4874440122692,0.000141589907000421,0.00080220024555285,"Lsp1","lymphocyte specific 1","16985"
"ENSMUSG00000078771",-1.65141817218106,8.59835971933448,28.4863586267669,0.000141614303006456,0.00080220024555285,"Evi2a","ecotropic viral integration site 2a","14017"
"ENSMUSG00000047507",-7.68252830779868,-0.111513315574387,32.9455629306688,0.000141756148386753,0.000802752423399538,"Baiap3","BAI1-associated protein 3","545192"
"ENSMUSG00000110500",-5.52933522887847,0.0484513659583579,29.0352293256574,0.000142148756218146,0.00080472385677563,"Gm32568","predicted gene, 32568","102635159"
"ENSMUSG00000032327",-3.57453036841234,0.993108629534651,26.8793189591529,0.000142217937615409,0.000804863667586985,"Stra6","stimulated by retinoic acid gene 6","20897"
"ENSMUSG00000098557",-1.93411168442409,7.10955262291116,28.4282337830072,0.000142935785921105,0.000808673287889476,"Kctd12","potassium channel tetramerisation domain containing 12","239217"
"ENSMUSG00000087143",-1.89757043742232,2.8103060286889,28.4478823179026,0.000143133928236506,0.000809541157731511,"A830082K12Rik","RIKEN cDNA A830082K12 gene","320174"
"ENSMUSG00000027581",-2.90264389024644,3.40950382899817,28.425737025482,0.000143255678777911,0.000809976561290232,"Stmn3","stathmin-like 3","20262"
"ENSMUSG00000067787",0.97734331792665,5.46318828338303,28.3878247517544,0.00014386328879373,0.000813157914447033,"Blcap","bladder cancer associated protein","53619"
"ENSMUSG00000031605",-1.191936774132,5.61140954007395,28.379331310694,0.000144064294897553,0.000814039752523866,"Klhl2","kelch-like 2, Mayven","77113"
"ENSMUSG00000028545",-2.32922866047129,1.7953781117253,28.4872594147282,0.000144166000291699,0.00081407185664025,"Bend5","BEN domain containing 5","67621"
"ENSMUSG00000031379",1.18096296890819,4.03599881557565,28.3754446388185,0.000144173505637751,0.00081407185664025,"Pir","pirin","69656"
"ENSMUSG00000032714",1.89894423696947,3.19806146586143,28.3769177228583,0.000144204957747858,0.00081407185664025,"Syde1","synapse defective 1, Rho GTPase, homolog 1 (C. elegans)","71709"
"ENSMUSG00000011832",-1.57315877611347,4.32232924100728,28.3684361760953,0.000144347781578594,0.000814405957528634,"Evi5l","ecotropic viral integration site 5 like","213027"
"ENSMUSG00000117628",-3.02782602392048,2.10087320895064,28.4693751548721,0.000144354164914294,0.000814405957528634,NA,NA,NA
"ENSMUSG00000032502",3.28097009925355,-0.241539685050284,27.2213255387886,0.000144478644340247,0.000814854149640925,"Stac","src homology three (SH3) and cysteine rich domain","20840"
"ENSMUSG00000028158",-1.78151901698579,2.88990952575906,28.380573050523,0.000144610707576586,0.000815344821496779,"Mttp","microsomal triglyceride transfer protein","17777"
"ENSMUSG00000064344",2.85001114722214,0.14212484721712,28.2765672055425,0.000144753359337397,0.000815626807508836,NA,NA,NA
"ENSMUSG00000100632",-2.11605535788652,1.64454761931017,28.4640542571118,0.000144757326947681,0.000815626807508836,"9430060I03Rik","RIKEN cDNA 9430060I03 gene","100037260"
"ENSMUSG00000051314",-6.26329378108717,0.116768512969876,28.9661915651408,0.000144822921447385,0.000815626807508836,"Ffar2","free fatty acid receptor 2","233079"
"ENSMUSG00000074280",2.27610456131052,3.92170516030243,28.3499351304102,0.000144841039768192,0.000815626807508836,NA,NA,NA
"ENSMUSG00000032065",-3.18122565637623,0.708890664297746,26.75302767389,0.000145198059880965,0.000817322424357267,"Tex12","testis expressed 12","66654"
"ENSMUSG00000048416",1.86909092431284,2.22206145395492,28.3709539511226,0.000145232498441862,0.000817322424357267,"Mlf1","myeloid leukemia factor 1","17349"
"ENSMUSG00000031557",1.26551723788873,5.58946664958086,28.3218388133258,0.000145395402570526,0.000817984769498919,"Plekha2","pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2","83436"
"ENSMUSG00000117790",3.72463967200868,-0.836056352500564,28.1881400779627,0.000145550984755022,0.000818588688833439,NA,NA,NA
"ENSMUSG00000035561",1.92517107457676,3.44736384500819,28.3691571433497,0.000145593234989554,0.000818588688833439,"Aldh1b1","aldehyde dehydrogenase 1 family, member B1","72535"
"ENSMUSG00000071103",-2.4744685855436,1.64816847678096,28.1504440324005,0.000145655747710565,0.000818685754373177,"Cfap96","cilia and flagella associated protein 96","69479"
