"","logFC","logCPM","F","PValue","FDR","SYMBOL","GENENAME","ENTREZID"
"ENSMUSG00000001131",8.78236436633191,7.32018398147229,275.763222324818,5.45658770053017e-11,6.98864585257716e-07,"Timp1","tissue inhibitor of metalloproteinase 1","21857"
"ENSMUSG00000023505",5.26749374562247,5.14629027114061,375.326712627663,7.72524827566148e-11,6.98864585257716e-07,"Cdca3","cell division cycle associated 3","14793"
"ENSMUSG00000022033",5.80726454033683,5.41702765706417,341.343609775142,1.36326749400974e-10,8.22186625637274e-07,"Pbk","PDZ binding kinase","52033"
"ENSMUSG00000031004",4.83121513364184,4.30375100826411,299.648181508439,3.10142371477188e-10,1.40285148178419e-06,"Mki67","antigen identified by monoclonal antibody Ki 67","17345"
"ENSMUSG00000020649",4.61780225916796,6.6908332546957,269.40815319984,5.58224849123768e-10,2.01999243903927e-06,"Rrm2","ribonucleotide reductase M2","20135"
"ENSMUSG00000019942",4.80286518721335,6.22866944938749,240.945073863391,1.11527178912897e-09,3.3631020801184e-06,"Cdk1","cyclin dependent kinase 1","12534"
"ENSMUSG00000032218",6.39237671744178,5.37779124310822,234.515739789748,1.38054151336207e-09,3.40742630853046e-06,"Ccnb2","cyclin B2","12442"
"ENSMUSG00000001403",5.11101623662045,5.919154932533,229.017068393614,1.53884526983738e-09,3.40742630853046e-06,"Ube2c","ubiquitin-conjugating enzyme E2C","68612"
"ENSMUSG00000041431",6.10732702393611,6.00722760652704,226.486649466571,1.69495588220716e-09,3.40742630853046e-06,"Ccnb1","cyclin B1","268697"
"ENSMUSG00000005233",3.91128791202839,5.74956209393025,217.613322882483,2.05594052596268e-09,3.66236930913613e-06,"Spc25","SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)","66442"
"ENSMUSG00000020914",4.38893625945264,4.75191045265088,216.022621178829,2.22661042394835e-09,3.66236930913613e-06,"Top2a","topoisomerase (DNA) II alpha","21973"
"ENSMUSG00000021091",6.00957327234606,7.13580092374307,193.665137179936,4.15198712383196e-09,6.26015858595764e-06,"Serpina3n","serine (or cysteine) peptidase inhibitor, clade A, member 3N","20716"
"ENSMUSG00000020808",5.82174315732964,4.21339295034968,175.042895709017,5.72740412622205e-09,7.49279084619714e-06,"Pimreg","PICALM interacting mitotic regulator","109212"
"ENSMUSG00000074476",5.18156860437377,4.07598996749521,183.125538401174,6.01377994701421e-09,7.49279084619714e-06,"Spc24","SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)","67629"
"ENSMUSG00000022218",7.08136273385702,3.84010142756802,173.905540264932,6.45223704995697e-09,7.49279084619714e-06,"Tgm1","transglutaminase 1, K polypeptide","21816"
"ENSMUSG00000027469",4.06042078974897,4.829703208975,180.179654899831,6.6260240722464e-09,7.49279084619714e-06,"Tpx2","TPX2, microtubule-associated","72119"
"ENSMUSG00000028873",4.47883307572959,4.99951527484252,177.127342695485,7.27294975957361e-09,7.74055764705679e-06,"Cdca8","cell division cycle associated 8","52276"
"ENSMUSG00000031444",7.54032144894264,3.27822172414986,125.997050573753,8.58100000074798e-09,8.62533516741851e-06,"F10","coagulation factor X","14058"
"ENSMUSG00000020932",4.43994630153491,6.75058036135826,167.515188951105,9.89166478866966e-09,9.41946794849474e-06,"Gfap","glial fibrillary acidic protein","14580"
"ENSMUSG00000005087",4.24846934528533,6.75907518444592,160.831991837397,1.262595401322e-08,1.13293316057805e-05,"Cd44","CD44 antigen","12505"
"ENSMUSG00000068220",3.50661924856111,9.07195314185376,158.326195720738,1.38412469705235e-08,1.13293316057805e-05,"Lgals1","lectin, galactose binding, soluble 1","16852"
"ENSMUSG00000027331",3.97627650796768,4.37386839752643,158.653874609335,1.40378322953486e-08,1.13293316057805e-05,"Knstrn","kinetochore-localized astrin/SPAG5 binding","51944"
"ENSMUSG00000025574",4.38476716391899,5.27838360867178,157.53600172152,1.44019580463689e-08,1.13293316057805e-05,"Tk1","thymidine kinase 1","21877"
"ENSMUSG00000026683",3.99285200986591,4.23755046602285,155.793853009246,1.58261438576468e-08,1.19309342006835e-05,"Nuf2","NUF2, NDC80 kinetochore complex component","66977"
"ENSMUSG00000006398",3.29024132776687,5.08552172580019,149.872787979017,1.92331171038374e-08,1.39193915103892e-05,"Cdc20","cell division cycle 20","107995"
"ENSMUSG00000017716",5.55093398514948,5.88282350502691,145.457239206615,2.34227616099954e-08,1.62995394542172e-05,"Birc5","baculoviral IAP repeat-containing 5","11799"
"ENSMUSG00000040152",6.3050049622171,8.30269378539898,142.860087361359,2.56387968521606e-08,1.6793754454084e-05,"Thbs1","thrombospondin 1","21825"
"ENSMUSG00000030789",3.82114400767583,4.45561768876912,143.009453803927,2.59893397841349e-08,1.6793754454084e-05,"Itgax","integrin alpha X","16411"
"ENSMUSG00000045328",3.18086935715368,4.10938814466694,140.191351149057,2.88865483124072e-08,1.70702909675304e-05,"Cenpe","centromere protein E","229841"
"ENSMUSG00000027715",4.41129456180972,4.99296425568715,140.329103766415,2.91434139363265e-08,1.70702909675304e-05,"Ccna2","cyclin A2","12428"
"ENSMUSG00000024791",3.95586047428208,3.69946408387051,140.865983596815,2.92477212177882e-08,1.70702909675304e-05,"Cdca5","cell division cycle associated 5","67849"
"ENSMUSG00000030677",3.47156102984948,4.60318665257649,138.059004060085,3.15512574548431e-08,1.77246808018396e-05,"Kif22","kinesin family member 22","110033"
"ENSMUSG00000040026",7.2162427511299,2.54850394916625,95.6105462381676,3.23282190051792e-08,1.77246808018396e-05,"Saa3","serum amyloid A 3","20210"
"ENSMUSG00000030144",5.58134611182302,7.18715693949229,134.30922539964,3.86774261407435e-08,2.02185244438316e-05,"Clec4d","C-type lectin domain family 4, member d","17474"
"ENSMUSG00000026622",5.09965708639813,3.19472020511565,112.239624883515,4.21495274546606e-08,2.02185244438316e-05,"Nek2","NIMA (never in mitosis gene a)-related expressed kinase 2","18005"
"ENSMUSG00000029177",3.90364484023855,5.56141883224985,131.160003532297,4.22376940577205e-08,2.02185244438316e-05,"Cenpa","centromere protein A","12615"
"ENSMUSG00000030867",4.96812202510962,4.61290941752612,131.493088457129,4.29478927272971e-08,2.02185244438316e-05,"Plk1","polo like kinase 1","18817"
"ENSMUSG00000036067",5.44183030513958,4.1700888040997,131.406598774342,4.29775134214491e-08,2.02185244438316e-05,"Slc2a6","solute carrier family 2 (facilitated glucose transporter), member 6","227659"
"ENSMUSG00000037725",3.97966388105704,3.51042884697576,131.604892126469,4.35816312004328e-08,2.02185244438316e-05,"Ckap2","cytoskeleton associated protein 2","80986"
"ENSMUSG00000050410",3.90368424566308,4.17886225037321,127.256852177695,5.13923515225216e-08,2.32460454024246e-05,"Tcf19","transcription factor 19","106795"
"ENSMUSG00000068101",4.03271501169436,2.92977203927402,122.613585167128,6.57226521259958e-08,2.90029254857473e-05,"Cenpm","centromere protein M","66570"
"ENSMUSG00000023015",3.86764741967409,5.04967314310666,120.600018097086,6.9386734542882e-08,2.98908140020087e-05,"Racgap1","Rac GTPase-activating protein 1","26934"
"ENSMUSG00000001228",4.5884862987502,4.37934557025179,119.721623450963,7.56396495578624e-08,3.16784529901716e-05,"Uhrf1","ubiquitin-like, containing PHD and RING finger domains, 1","18140"
"ENSMUSG00000046295",4.84057779274505,2.13728297851627,87.3022335502464,7.7038187783538e-08,3.16784529901716e-05,"Ankle1","ankyrin repeat and LEM domain containing 1","234396"
"ENSMUSG00000035683",4.57132947723378,3.3043727543259,114.108136298929,8.07513764062534e-08,3.22780553940002e-05,"Melk","maternal embryonic leucine zipper kinase","17279"
"ENSMUSG00000015854",4.95921726938468,6.79280911730156,115.641678293885,8.2064364567734e-08,3.22780553940002e-05,"Cd5l","CD5 antigen-like","11801"
"ENSMUSG00000027360",3.84511283755849,4.06201279868035,83.8796681729654,8.49398750430413e-08,3.24864009939452e-05,"Hdc","histidine decarboxylase","15186"
"ENSMUSG00000020897",4.91315046457073,4.43320616806417,116.960768182009,8.61851129005345e-08,3.24864009939452e-05,"Aurkb","aurora kinase B","20877"
"ENSMUSG00000036223",5.2239520894367,2.52403156836813,89.3048770208062,8.80686685128358e-08,3.250351052682e-05,"Ska1","spindle and kinetochore associated complex subunit 1","66468"
"ENSMUSG00000024261",3.63528959604186,3.11859562250151,116.218645492373,8.98234414602886e-08,3.250351052682e-05,"Syt4","synaptotagmin IV","20983"
"ENSMUSG00000037544",4.22719780014638,3.10671661450114,110.611159433856,9.24577943860972e-08,3.28007622319149e-05,"Dlgap5","DLG associated protein 5","218977"
"ENSMUSG00000037628",4.82220308205201,3.83497308941227,114.365789874923,9.74852596706427e-08,3.39192462157873e-05,"Cdkn3","cyclin dependent kinase inhibitor 3","72391"
"ENSMUSG00000018339",2.98052315625,5.67107253818983,111.378983568432,1.09774506080371e-07,3.69021744717525e-05,"Gpx3","glutathione peroxidase 3","14778"
"ENSMUSG00000026180",4.99557630273149,1.67262847813575,87.0396974316056,1.1013747976978e-07,3.69021744717525e-05,"Cxcr2","C-X-C motif chemokine receptor 2","12765"
"ENSMUSG00000027379",5.53902236161555,3.7858152962196,94.4183223889812,1.22964126809158e-07,4.045072629742e-05,"Bub1","BUB1, mitotic checkpoint serine/threonine kinase","12235"
"ENSMUSG00000073489",5.17234612134132,6.18551206736745,107.604755605585,1.33777948219863e-07,4.32222217346782e-05,"Ifi204","interferon activated gene 204","15951"
"ENSMUSG00000034311",4.87018097817453,2.6479910469498,88.9165929433035,1.48471476105234e-07,4.71279722310876e-05,"Kif4","kinesin family member 4","16571"
"ENSMUSG00000047798",5.08363544484449,5.95087281610298,104.701120693298,1.57393255403759e-07,4.9098554655521e-05,"Cd300lf","CD300 molecule like family member F","246746"
"ENSMUSG00000005410",2.73561084991577,5.52256751972899,104.255801303172,1.60426217629985e-07,4.91964670437172e-05,"Mcm5","minichromosome maintenance complex component 5","17218"
"ENSMUSG00000022322",3.88351538284524,4.24308745307523,103.591924221549,1.71950804375444e-07,5.18517650594152e-05,"Shcbp1","Shc SH2-domain binding protein 1","20419"
"ENSMUSG00000015880",4.58296830971357,3.27496949407938,99.5524557019453,1.78507939360539e-07,5.23595833576478e-05,"Ncapg","non-SMC condensin I complex, subunit G","54392"
"ENSMUSG00000074677",5.80284811258148,4.53504113985588,103.051801656256,1.79422658938493e-07,5.23595833576478e-05,"Sirpb1c","signal-regulatory protein beta 1C","100038947"
"ENSMUSG00000030214",5.54470412427791,6.02091088729154,101.797989278022,1.84347459103369e-07,5.26096005333646e-05,"Plbd1","phospholipase B domain containing 1","66857"
"ENSMUSG00000033213",5.63212569601824,3.49913679126376,101.725879907875,1.86094867304225e-07,5.26096005333646e-05,"Coxfa4l3","cytochrome c oxidase associated subunit FA4L3","433470"
"ENSMUSG00000024989",4.66158237363894,3.43039893468944,99.0956383480641,1.9469402092916e-07,5.373843241895e-05,"Cep55","centrosomal protein 55","74107"
"ENSMUSG00000045273",3.60176172711308,3.18424055197934,101.318574579393,1.96028106983402e-07,5.373843241895e-05,"Cenph","centromere protein H","26886"
"ENSMUSG00000017737",3.61386527445795,2.74957266308637,99.8652155113419,2.1538597818548e-07,5.81638582583565e-05,"Mmp9","matrix metallopeptidase 9","17395"
"ENSMUSG00000042265",5.49508279729565,4.46840894290006,98.6505464571083,2.24064007065505e-07,5.91694136824761e-05,"Trem1","triggering receptor expressed on myeloid cells 1","58217"
"ENSMUSG00000040907",3.17220975013927,4.38939546536845,98.5717513589953,2.25650226280376e-07,5.91694136824761e-05,"Atp1a3","ATPase, Na+/K+ transporting, alpha 3 polypeptide","232975"
"ENSMUSG00000040204",5.15560786859982,5.88394993188294,97.5655420762031,2.36798029002847e-07,6.10382718296747e-05,"Pclaf","PCNA clamp associated factor","68026"
"ENSMUSG00000028459",5.59814352316454,7.73105926422159,97.2122791163179,2.39524528818156e-07,6.10382718296747e-05,"Cd72","CD72 antigen","12517"
"ENSMUSG00000079017",5.90232351880116,6.88922009465241,96.0387342820933,2.5678925421021e-07,6.30075330615892e-05,"Ifi27l2a","interferon, alpha-inducible protein 27 like 2A","76933"
"ENSMUSG00000026605",3.19183497080587,3.38185344769761,96.0686056923962,2.59756516073243e-07,6.30075330615892e-05,"Cenpf","centromere protein F","108000"
"ENSMUSG00000026826",3.95425764543446,4.36153050431304,95.8479626919847,2.60915446558085e-07,6.30075330615892e-05,"Nr4a2","nuclear receptor subfamily 4, group A, member 2","18227"
"ENSMUSG00000030149",4.72434396485418,3.78468893180479,72.7552498433897,2.61181947693538e-07,6.30075330615892e-05,"Klrk1","killer cell lectin-like receptor subfamily K, member 1","27007"
"ENSMUSG00000002204",4.6442778040592,5.3416051490896,95.2904328794638,2.69080602695864e-07,6.32682485408424e-05,"Napsa","napsin A aspartic peptidase","16541"
"ENSMUSG00000003484",5.30562746520798,5.67669238632672,95.2653254977743,2.69256349839433e-07,6.32682485408424e-05,"Cyp4f18","cytochrome P450, family 4, subfamily f, polypeptide 18","72054"
"ENSMUSG00000034845",3.12229193296117,3.76031580413273,94.8140405602947,2.77104678239754e-07,6.34846904273088e-05,"Plvap","plasmalemma vesicle associated protein","84094"
"ENSMUSG00000021485",4.689195312592,2.10466830785726,82.6893886525069,2.77672741784151e-07,6.34846904273088e-05,"Mxd3","Max dimerization protein 3","17121"
"ENSMUSG00000026728",3.04414581482387,9.0499654621484,94.5356900507354,2.80703876315962e-07,6.34846904273088e-05,"Vim","vimentin","22352"
"ENSMUSG00000073490",4.9845054902327,5.95678082105716,94.0312231393488,2.90004033282998e-07,6.41025698477684e-05,"Ifi207","interferon activated gene 207","226691"
"ENSMUSG00000019987",5.87528755344719,4.12111845195644,94.5888679762069,2.92202040192839e-07,6.41025698477684e-05,"Arg1","arginase, liver","11846"
"ENSMUSG00000049436",-2.52618649897223,5.2972530085179,90.6357942443917,2.9406473759823e-07,6.41025698477684e-05,"Upk1b","uroplakin 1B","22268"
"ENSMUSG00000047534",3.41678397575293,3.38166107809682,93.2853299873719,3.16285237614172e-07,6.76238014457313e-05,"Mis18bp1","MIS18 binding protein 1","217653"
"ENSMUSG00000027496",3.32814182798931,4.76784778300691,92.6335233092995,3.17693203055721e-07,6.76238014457313e-05,"Aurka","aurora kinase A","20878"
"ENSMUSG00000029254",3.57151655880735,4.33879096295116,92.3824027441394,3.27060605836776e-07,6.8539917329856e-05,"Stap1","signal transducing adaptor family member 1","56792"
"ENSMUSG00000037337",3.79992043014423,2.96544028125066,92.0844170812582,3.33555327520526e-07,6.8539917329856e-05,"Map4k1","mitogen-activated protein kinase kinase kinase kinase 1","26411"
"ENSMUSG00000050335",5.49331726315152,12.7085474608641,91.6823015336735,3.3419386035802e-07,6.8539917329856e-05,"Lgals3","lectin, galactose binding, soluble 3","16854"
"ENSMUSG00000026875",5.135605660839,4.42278729081936,91.727550426225,3.37149872456596e-07,6.8539917329856e-05,"Traf1","TNF receptor-associated factor 1","22029"
"ENSMUSG00000038179",4.0469046855746,6.31246158390515,91.3428922255066,3.43385496023206e-07,6.90319308838653e-05,"Slamf7","SLAM family member 7","75345"
"ENSMUSG00000002068",3.33316081441093,4.46106039238412,91.4822745469606,3.49696133734983e-07,6.95280455787588e-05,"Ccne1","cyclin E1","12447"
"ENSMUSG00000079293",4.48549161071393,9.04596546448347,90.530183349578,3.59055511573888e-07,7.06129496837648e-05,"Clec7a","C-type lectin domain family 7, member a","56644"
"ENSMUSG00000037313",2.41375546348817,5.3641805800353,90.1486255449406,3.67843636003132e-07,7.13423794975383e-05,"Tacc3","transforming, acidic coiled-coil containing protein 3","21335"
"ENSMUSG00000027306",3.79093930004775,4.09614051800534,90.4388441935463,3.7065073082234e-07,7.13423794975383e-05,"Nusap1","nucleolar and spindle associated protein 1","108907"
"ENSMUSG00000022015",5.70735114567192,-0.115615560020403,59.4250810995423,3.74977846272285e-07,7.14155176063628e-05,"Tnfsf11","tumor necrosis factor (ligand) superfamily, member 11","21943"
"ENSMUSG00000035493",3.66395665808429,6.83817578444287,89.1923582396388,3.90546372389737e-07,7.36057866213283e-05,"Tgfbi","transforming growth factor, beta induced","21810"
"ENSMUSG00000052212",3.60128557039672,2.22274588245241,66.8639127849749,3.9765572804254e-07,7.37442934514166e-05,"Cd177","CD177 antigen","68891"
"ENSMUSG00000042817",3.73718604878255,3.22049608785063,66.248550384932,3.9970586198953e-07,7.37442934514166e-05,"Flt3","FMS-like tyrosine kinase 3","14255"
"ENSMUSG00000028874",4.42200568034483,4.277834333055,88.7687219387137,4.03508818420949e-07,7.37442934514166e-05,"Fgr","FGR proto-oncogene, Src family tyrosine kinase","14191"
"ENSMUSG00000073418",3.75817851595881,5.24728262174992,87.0546617334443,4.19080618498273e-07,7.55180262775021e-05,"C4b","complement C4B (Chido blood group)","12268"
"ENSMUSG00000030208",3.40993003357838,4.3444691892018,88.4046029007516,4.25509005820747e-07,7.55180262775021e-05,"Emp1","epithelial membrane protein 1","13730"
"ENSMUSG00000060586",4.41672049914956,8.25328705761278,87.7855146655381,4.27738391312586e-07,7.55180262775021e-05,"H2-Eb1","histocompatibility 2, class II antigen E beta","14969"
"ENSMUSG00000038943",3.13859858214666,4.88312179235484,87.8496354471055,4.29909727882756e-07,7.55180262775021e-05,"Prc1","protein regulator of cytokinesis 1","233406"
"ENSMUSG00000027907",3.93171698170803,8.3025352924515,87.3815060964929,4.38581974313944e-07,7.6218700092466e-05,"S100a11","S100 calcium binding protein A11","20195"
"ENSMUSG00000028678",3.95730664069347,3.80160878640844,87.8563902981501,4.42323744526001e-07,7.6218700092466e-05,"Kif2c","kinesin family member 2C","73804"
"ENSMUSG00000015340",3.88682402084411,7.71076658671473,86.3257702396086,4.69751871996704e-07,8.01813266041167e-05,"Cybb","cytochrome b-245, beta polypeptide","13058"
"ENSMUSG00000021728",4.24939956370621,6.58736899911379,85.661707444118,4.90849867751151e-07,8.29995014693605e-05,"Emb","embigin","13723"
"ENSMUSG00000040084",3.14079098720723,3.85788937780574,85.0931117676104,5.17736745826518e-07,8.67352865022148e-05,"Bub1b","BUB1B, mitotic checkpoint serine/threonine kinase","12236"
"ENSMUSG00000073421",4.25708797860749,9.38703431951344,84.4021091227208,5.33138569030929e-07,8.84961112796019e-05,"H2-Ab1","histocompatibility 2, class II antigen A, beta 1","14961"
"ENSMUSG00000059089",3.82248095974101,6.3829568942956,83.035885146198,5.84417237490095e-07,9.60082524636863e-05,"Fcgr4","Fc receptor, IgG, low affinity IV","246256"
"ENSMUSG00000057191",3.81515582085991,4.40016677198503,82.9687937126396,5.89007683826297e-07,9.60082524636863e-05,"AB124611","cDNA sequence AB124611","382062"
"ENSMUSG00000026355",2.12205386983923,6.39462497430911,82.5973132377592,6.01968744498889e-07,9.61590645069079e-05,"Mcm6","minichromosome maintenance complex component 6","17219"
"ENSMUSG00000047592",5.64936015171366,2.04457885173472,63.8485697167023,6.04905697001568e-07,9.61590645069079e-05,"Nxpe5","neurexophilin and PC-esterase domain family, member 5","381680"
"ENSMUSG00000120878",3.81900188523434,3.414148921112,82.6465930175552,6.06361624270002e-07,9.61590645069079e-05,NA,NA,NA
"ENSMUSG00000052688",3.87100051321034,7.66986039815835,82.3768208295263,6.11191754728039e-07,9.61590645069079e-05,"Rab7b","RAB7B, member RAS oncogene family","226421"
"ENSMUSG00000026832",4.93821086359822,5.84470176505439,81.9481159812805,6.29729686573719e-07,9.82215449929163e-05,"Cytip","cytohesin 1 interacting protein","227929"
"ENSMUSG00000024056",4.25373825229726,4.10971444853886,82.2828553524088,6.39699933913233e-07,9.89238538828386e-05,"Ndc80","NDC80 kinetochore complex component","67052"
"ENSMUSG00000041046",5.68432597618706,3.35103961095203,81.5561177331897,6.75392389010096e-07,0.000103558258426777,"Ramp3","receptor (calcitonin) activity modifying protein 3","56089"
"ENSMUSG00000070691",5.44683541273803,3.09172579571165,81.1903298863416,6.82793626460366e-07,0.00010381332002981,"Runx3","runt related transcription factor 3","12399"
"ENSMUSG00000000817",4.13502640462084,2.34697556572062,67.3843866957739,6.9100102710088e-07,0.000104185679861135,"Fasl","Fas ligand","14103"
"ENSMUSG00000049103",4.73663869963293,5.5385103321494,80.4050951447277,7.10027618289026e-07,0.000106169666923168,"Ccr2","C-C motif chemokine receptor 2","12772"
"ENSMUSG00000035273",5.06508081883442,4.71214937573408,78.7743472077094,7.27404644439124e-07,0.000107876493703582,"Hpse","heparanase","15442"
"ENSMUSG00000001348",5.13532938397909,6.23434743907765,79.5237586653425,7.52526978759049e-07,0.000110057790689912,"Acp5","acid phosphatase 5, tartrate resistant","11433"
"ENSMUSG00000030830",3.20266904150078,3.33021480914416,79.4556923639235,7.57200290618157e-07,0.000110057790689912,"Itgal","integrin alpha L","16408"
"ENSMUSG00000001128",4.1312930049091,7.14601118407093,79.0939100349692,7.67165669883105e-07,0.000110057790689912,"Cfp","complement factor properdin","18636"
"ENSMUSG00000021886",3.50380532950291,4.54265230465356,79.0958905827426,7.68011736863868e-07,0.000110057790689912,"Gpr65","G-protein coupled receptor 65","14744"
"ENSMUSG00000013974",4.96640629067635,4.29012083442399,79.1300455924898,7.73101055371785e-07,0.000110057790689912,"Mcemp1","mast cell expressed membrane protein 1","69189"
"ENSMUSG00000063628",4.10717313839586,4.43614971281906,79.4370680624265,7.78610358056088e-07,0.000110057790689912,NA,NA,NA
"ENSMUSG00000039396",4.16286470665931,2.91514686197151,78.1381370964933,7.97352787903981e-07,0.000111439825783713,"Neil3","nei like 3 (E. coli)","234258"
"ENSMUSG00000079419",3.48771633532575,6.16358607394785,78.4849460729794,8.00706204160872e-07,0.000111439825783713,"Ms4a6c","membrane-spanning 4-domains, subfamily A, member 6C","73656"
"ENSMUSG00000004296",5.07757543175134,3.21152327264181,61.3154643399183,8.11479338491981e-07,0.0001120770661934,"Il12b","interleukin 12b","16160"
"ENSMUSG00000075225",-3.45388417016264,1.63119486692958,69.0169537130878,8.38909107880937e-07,0.0001148269720019,"Ccdc162","coiled-coil domain containing 162","75973"
"ENSMUSG00000048327",3.39309652802068,4.20821961664223,77.8176683145505,8.44082643909394e-07,0.0001148269720019,"Ckap2l","cytoskeleton associated protein 2-like","70466"
"ENSMUSG00000034883",4.67494150275758,2.36087272177976,62.8053596994561,8.50464819841455e-07,0.000114831790935757,"Lrr1","leucine rich repeat protein 1","69706"
"ENSMUSG00000024675",6.02925217649232,6.91792960493161,77.1846013058055,8.81527307572726e-07,0.000118144248710469,"Ms4a4c","membrane-spanning 4-domains, subfamily A, member 4C","64380"
"ENSMUSG00000037944",5.2075497829185,5.46512650364664,77.1047119521613,8.99688778645053e-07,0.000119691684353125,"Ccr7","C-C motif chemokine receptor 7","12775"
"ENSMUSG00000022534",5.69296858707258,2.7349262244085,74.2126065767224,9.61034880999407e-07,0.000126919737970236,"Mefv","Mediterranean fever","54483"
"ENSMUSG00000029816",4.51532073603282,12.6051711053114,75.8592048914666,9.72516977221934e-07,0.000127505432383163,"Gpnmb","glycoprotein (transmembrane) nmb","93695"
"ENSMUSG00000024610",3.82844260817394,10.3143259862533,74.8672258367657,1.04038829583405e-06,0.000134416663573369,"Cd74","CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)","16149"
"ENSMUSG00000017499",4.04650034241978,3.20755742311969,72.6670464332071,1.04200842462453e-06,0.000134416663573369,"Cdc6","cell division cycle 6","23834"
"ENSMUSG00000032231",3.10549080857854,9.39379382379204,74.7553866093524,1.04900094223929e-06,0.000134416663573369,"Anxa2","annexin A2","12306"
"ENSMUSG00000112023",4.72728214053046,9.18391064029769,74.6858253838056,1.05494756134518e-06,0.000134416663573369,"Lilrb4b","leukocyte immunoglobulin-like receptor, subfamily B, member 4B","14727"
"ENSMUSG00000110631",3.5061658208364,3.43007296959729,74.7436209374151,1.06394272153861e-06,0.000134541233050994,NA,NA,NA
"ENSMUSG00000023046",3.8461752359112,3.24745100648723,74.8564516692773,1.07079741111718e-06,0.000134541233050994,"Igfbp6","insulin-like growth factor binding protein 6","16012"
"ENSMUSG00000034641",3.87103327219476,6.87316627600835,74.3071593641049,1.0875316463467e-06,0.000134986023061312,"Cd300ld","CD300 molecule like family member d","217305"
"ENSMUSG00000031132",4.23452883720146,0.588961319224286,53.9512374133326,1.09638139884288e-06,0.000134986023061312,"Cd40lg","CD40 ligand","21947"
"ENSMUSG00000028044",2.8369855806587,6.16560679394306,74.1627313870652,1.09671947106687e-06,0.000134986023061312,"Cks1b","CDC28 protein kinase 1b","54124"
"ENSMUSG00000025473",4.57624232210179,8.56016719149152,74.0432007598798,1.1198200892694e-06,0.000136898005913184,"Adam8","a disintegrin and metallopeptidase domain 8","11501"
"ENSMUSG00000095788",4.74883606621892,2.81177009414396,73.2058839770201,1.22007219657923e-06,0.000148152793642335,"Sirpb1a","signal-regulatory protein beta 1A","320832"
"ENSMUSG00000001281",4.25137788936576,4.37634515649383,72.5938184248218,1.23724082374135e-06,0.000149157317639732,"Itgb7","integrin beta 7","16421"
"ENSMUSG00000046006",5.06444687728689,2.66365570023297,71.1343015657317,1.25037006725409e-06,0.000149157317639732,"Gapt","Grb2-binding adaptor, transmembrane","238875"
"ENSMUSG00000028480",2.95049827992927,5.60937692769339,72.3923934632131,1.25307645394569e-06,0.000149157317639732,"Glipr2","GLI pathogenesis-related 2","384009"
"ENSMUSG00000050075",4.63790128182586,4.00993661996359,69.5100269370952,1.28757492669355e-06,0.000152262046723309,"Gpr171","G protein-coupled receptor 171","229323"
"ENSMUSG00000026285",3.82818538544193,3.01518269760733,67.074500616727,1.32771980623154e-06,0.000155834355804614,"Pdcd1","programmed cell death 1","18566"
"ENSMUSG00000073902",3.8572963162657,1.59323641801231,71.8811861878561,1.33500940417372e-06,0.000155834355804614,NA,NA,NA
"ENSMUSG00000004709",4.61386064230754,4.46900256688425,71.0056119933108,1.40083393807909e-06,0.000162081482869308,"Cd244a","CD244 molecule A","18106"
"ENSMUSG00000078783",4.35425876317329,2.69787334481468,71.6727419163386,1.40761665558032e-06,0.000162081482869308,"Sirpd","signal regulatory protein delta","751864"
"ENSMUSG00000027490",3.30451910673818,4.99378515250967,70.8699419764921,1.41653955305512e-06,0.000162081482869308,"E2f1","E2F transcription factor 1","13555"
"ENSMUSG00000027514",5.60348242542843,4.67011236031711,70.8742507002319,1.42436056907201e-06,0.000162081482869308,"Zbp1","Z-DNA binding protein 1","58203"
"ENSMUSG00000101389",4.34915423167235,5.48700936889638,70.6455882656015,1.43373698393304e-06,0.000162128770314378,"Ms4a4a","membrane-spanning 4-domains, subfamily A, member 4A","666907"
"ENSMUSG00000027323",2.98585747594419,4.34647620058307,70.5283207496079,1.45665543796226e-06,0.000163697309559324,"Rad51","RAD51 recombinase","19361"
"ENSMUSG00000040373",3.61176464618459,2.40146581170661,65.6644368540133,1.50214273189245e-06,0.000167767089185988,"Cacng5","calcium channel, voltage-dependent, gamma subunit 5","140723"
"ENSMUSG00000102418",3.73993592763084,2.29029793464773,70.1774123340226,1.54272731785227e-06,0.000171242732281602,"Sh2d1b1","SH2 domain containing 1B1","26904"
"ENSMUSG00000000204",6.9957471122082,4.04838775728327,63.843659688037,1.55826008237668e-06,0.000171912193112447,"Slfn4","schlafen 4","20558"
"ENSMUSG00000078780",5.09785582302033,3.05360146038344,68.9026501043071,1.58194308032622e-06,0.000173467249408136,"Gm5150","predicted gene 5150","381484"
"ENSMUSG00000001025",2.46733472467306,8.40269434462176,68.86601051718,1.64745423438449e-06,0.00017956258712481,"S100a6","S100 calcium binding protein A6 (calcyclin)","20200"
"ENSMUSG00000066684",4.26011955559245,2.23035552312776,69.223893433257,1.68080888191189e-06,0.00018210104850558,"Pilrb1","paired immunoglobin-like type 2 receptor beta 1","170741"
"ENSMUSG00000031821",2.40252733472976,4.74915971018989,68.2251423045263,1.73619593628514e-06,0.000186982101638137,"Gins2","GINS complex subunit 2","272551"
